f_destination_country_code,f_passport_country_code,f_country_visa_required,f_visa_policy_code,f_online_apply_url,f_visa_duration_days
CN,LK,yes,visa_required,,30
JP,LK,yes,visa_required,,90
SA,LK,yes,visa_required,,90
TH,LK,yes,visa_required,,30
BN,LK,yes,visa_required,,14
ZA,LK,yes,visa_required,,90
BD,LK,yes,visa_required,,30
KH,LK,yes,visa_required,,30
US,LK,yes,visa_required,,180
MV,LK,no,visa_not_required,,30
PH,LK,yes,visa_required,,30
KR,LK,yes,visa_required,,90
CH,LK,yes,visa_required,,90
DE,LK,yes,visa_required,,90
IT,LK,yes,visa_required,,90
AE,LK,yes,visa_required,,30
NP,LK,yes,visa_required,,90
TR,LK,yes,visa_required,,90
ES,LK,yes,visa_required,,90
LK,LK,no,visa_not_required,,
BE,LK,yes,visa_required,,90
GR,LK,yes,visa_required,,90
NZ,LK,yes,visa_required,,180
RU,LK,yes,visa_required,,30
MM,LK,yes,visa_required,,28
DK,LK,yes,visa_required,,90
MO,LK,yes,visa_required,,30
LA,LK,yes,visa_required,,30
FR,LK,yes,visa_required,,90
NL,LK,yes,visa_required,,90
SG,BE,no,visa_not_required,,30
HK,BE,no,visa_not_required,,90
GB,BE,no,visa_not_required,,180
CA,BE,no,visa_not_required,,180
ID,BE,no,visa_not_required,,30
VN,BE,no,visa_not_required,,45
IN,BE,yes,evisa_required,https://www.indianvisaonline.gov.in/evisa/tvoa.html,90
TW,BE,no,visa_not_required,,90
AU,BE,no,visa_not_required,,90
AT,BE,no,visa_not_required,,90
MY,BE,no,visa_not_required,,90
CN,BE,no,visa_not_required,,30
JP,BE,no,visa_not_required,,90
SA,BE,yes,evisa_or_visa_on_arrival,https://visa.visitsaudi.com/,90
TH,BE,no,visa_not_required,,60
BN,BE,no,visa_not_required,,14
ZA,BE,no,visa_not_required,,90
BD,BE,yes,visa_on_arrival,,30
KH,BE,yes,evisa_or_visa_on_arrival,https://www.evisa.gov.kh/,30
US,BE,no,visa_not_required,,90
MV,BE,yes,visa_on_arrival,,30
PH,BE,no,visa_not_required,,30
KR,BE,no,visa_not_required,,90
CH,BE,no,visa_not_required,,90
DE,BE,no,visa_not_required,,90
IT,BE,no,visa_not_required,,90
AE,BE,no,visa_not_required,,90
NP,BE,yes,visa_required,,90
TR,BE,no,visa_not_required,,90
ES,BE,no,visa_not_required,,90
LK,BE,yes,eta_required,https://www.eta.gov.lk/slvisa/visainfo/center.jsp?lang=en&locale=en_US,30
BE,BE,no,visa_not_required,,
GR,BE,no,visa_not_required,,90
NZ,BE,no,visa_not_required,,90
RU,BE,yes,evisa_required,https://evisa.kdmid.ru/,16
MM,BE,yes,evisa_required,https://evisa.moip.gov.mm/,28
DK,BE,no,visa_not_required,,90
MO,BE,no,visa_not_required,,30
LA,BE,yes,evisa_or_visa_on_arrival,https://laoevisa.gov.la/,30
FR,BE,no,visa_not_required,,90
NL,BE,no,visa_not_required,,90
SG,GR,no,visa_not_required,,30
HK,GR,no,visa_not_required,,90
GB,GR,no,visa_not_required,,180
CA,GR,no,visa_not_required,,180
ID,GR,no,visa_not_required,,30
VN,GR,no,visa_not_required,,45
IN,GR,yes,evisa_required,https://www.indianvisaonline.gov.in/evisa/tvoa.html,90
TW,GR,no,visa_not_required,,90
AU,GR,no,visa_not_required,,90
AT,GR,no,visa_not_required,,90
MY,GR,no,visa_not_required,,90
CN,GR,no,visa_not_required,,30
JP,GR,no,visa_not_required,,90
SA,GR,yes,evisa_or_visa_on_arrival,https://visa.visitsaudi.com/,90
TH,GR,no,visa_not_required,,60
BN,GR,no,visa_not_required,,14
ZA,GR,no,visa_not_required,,90
BD,GR,yes,visa_on_arrival,,30
KH,GR,yes,evisa_or_visa_on_arrival,https://www.evisa.gov.kh/,30
US,GR,no,visa_not_required,,90
MV,GR,yes,visa_on_arrival,,30
PH,GR,no,visa_not_required,,30
KR,GR,no,visa_not_required,,90
CH,GR,no,visa_not_required,,90
DE,GR,no,visa_not_required,,90
IT,GR,no,visa_not_required,,90
AE,GR,no,visa_not_required,,90
NP,GR,yes,visa_required,,90
TR,GR,no,visa_not_required,,90
ES,GR,no,visa_not_required,,90
LK,GR,yes,eta_required,https://www.eta.gov.lk/slvisa/visainfo/center.jsp?lang=en&locale=en_US,30
BE,GR,no,visa_not_required,,90
GR,GR,no,visa_not_required,,
NZ,GR,no,visa_not_required,,90
RU,GR,yes,evisa_required,https://evisa.kdmid.ru/,16
MM,GR,yes,evisa_required,https://evisa.moip.gov.mm/,28
DK,GR,no,visa_not_required,,90
MO,GR,no,visa_not_required,,30
LA,GR,yes,evisa_or_visa_on_arrival,https://laoevisa.gov.la/,30
FR,GR,no,visa_not_required,,90
NL,GR,no,visa_not_required,,90
SG,NZ,no,visa_not_required,,30
HK,NZ,no,visa_not_required,,90
GB,NZ,no,visa_not_required,,180
CA,NZ,no,visa_not_required,,180
ID,NZ,yes,evisa_or_visa_on_arrival,https://evisa.imigrasi.go.id/,30
VN,NZ,yes,evisa_required,https://evisa.gov.vn/,90
IN,NZ,yes,evisa_required,https://www.indianvisaonline.gov.in/evisa/tvoa.html,90
TW,NZ,no,visa_not_required,,90
AU,NZ,no,visa_not_required,,90
AT,NZ,no,visa_not_required,,90
MY,NZ,no,visa_not_required,,90
CN,NZ,no,visa_not_required,,30
JP,NZ,no,visa_not_required,,90
SA,NZ,yes,evisa_or_visa_on_arrival,https://visa.visitsaudi.com/,90
TH,NZ,no,visa_not_required,,60
BN,NZ,no,visa_not_required,,14
ZA,NZ,no,visa_not_required,,90
BD,NZ,yes,visa_on_arrival,,30
KH,NZ,yes,evisa_or_visa_on_arrival,https://www.evisa.gov.kh/,30
US,NZ,no,visa_not_required,,90
MV,NZ,yes,visa_on_arrival,,30
PH,NZ,no,visa_not_required,,30
KR,NZ,no,visa_not_required,,90
CH,NZ,no,visa_not_required,,90
DE,NZ,no,visa_not_required,,90
IT,NZ,no,visa_not_required,,90
AE,NZ,no,visa_not_required,,90
NP,NZ,yes,visa_required,,90
TR,NZ,no,visa_not_required,,90
ES,NZ,no,visa_not_required,,90
LK,NZ,yes,eta_required,https://www.eta.gov.lk/slvisa/visainfo/center.jsp?lang=en&locale=en_US,30
BE,NZ,no,visa_not_required,,90
GR,NZ,no,visa_not_required,,90
NZ,NZ,no,visa_not_required,,
RU,NZ,yes,evisa_required,https://evisa.kdmid.ru/,16
MM,NZ,yes,evisa_required,https://evisa.moip.gov.mm/,28
DK,NZ,no,visa_not_required,,90
MO,NZ,no,visa_not_required,,30
LA,NZ,yes,evisa_or_visa_on_arrival,https://laoevisa.gov.la/,30
FR,NZ,no,visa_not_required,,90
NL,NZ,no,visa_not_required,,90
SG,RU,yes,evisa_required,https://www.ica.gov.sg/enter-transit-depart/entering-singapore/visa_requirements,30
HK,RU,no,visa_not_required,,14
GB,RU,yes,visa_required,,180
CA,RU,yes,evisa_required,https://www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/eta/apply.html,16
ID,RU,no,visa_not_required,,30
VN,RU,no,visa_not_required,,30
IN,RU,yes,evisa_required,https://www.indianvisaonline.gov.in/evisa/tvoa.html,90
TW,RU,yes,visa_required,,30
AU,RU,yes,evisa_required,https://immi.homeaffairs.gov.au/help-support/applying-online-or-on-paper/online,16
AT,RU,yes,visa_required,,90
MY,RU,no,visa_not_required,,30
CN,RU,no,visa_not_required,,30
JP,RU,yes,evisa_required,https://www.mofa.go.jp/j_info/visit/visa/visaonline.html,16
SA,RU,yes,evisa_or_visa_on_arrival,https://visa.visitsaudi.com/,90
TH,RU,no,visa_not_required,,30
BN,RU,no,visa_not_required,,14
ZA,RU,no,visa_not_required,,90
BD,RU,yes,visa_on_arrival,,30
KH,RU,yes,evisa_or_visa_on_arrival,https://www.evisa.gov.kh/,30
US,RU,yes,visa_required,,180
MV,RU,yes,visa_on_arrival,,30
PH,RU,no,visa_not_required,,30
KR,RU,no,visa_not_required,,90
CH,RU,yes,visa_required,,90
DE,RU,yes,visa_required,,90
IT,RU,yes,visa_required,,90
AE,RU,no,visa_not_required,,90
NP,RU,yes,visa_required,,90
TR,RU,no,visa_not_required,,90
ES,RU,yes,visa_required,,90
LK,RU,yes,eta_required,https://www.eta.gov.lk/slvisa/visainfo/center.jsp?lang=en&locale=en_US,30
BE,RU,yes,visa_required,,90
GR,RU,yes,visa_required,,90
NZ,RU,yes,visa_required,,180
RU,RU,no,visa_not_required,,
MM,RU,yes,evisa_required,https://evisa.moip.gov.mm/,28
DK,RU,yes,visa_required,,90
MO,RU,no,visa_not_required,,30
LA,RU,yes,evisa_or_visa_on_arrival,https://laoevisa.gov.la/,30
FR,RU,yes,visa_required,,90
NL,RU,yes,visa_required,,90
SG,MM,yes,visa_required,,30
HK,MM,yes,visa_required,,14
GB,MM,yes,evisa_required,https://www.gov.uk/eta/apply,180
CA,MM,yes,evisa_required,https://www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/eta/apply.html,180
ID,MM,yes,visa_required,,30
VN,MM,yes,visa_required,,30
IN,MM,yes,evisa_required,https://www.indianvisaonline.gov.in/evisa/tvoa.html,90
TW,MM,yes,visa_required,,30
AU,MM,yes,evisa_required,https://immi.homeaffairs.gov.au/help-support/applying-online-or-on-paper/online,90
AT,MM,yes,visa_required,,90
MY,MM,no,visa_not_required,,14
CN,MM,yes,visa_required,,30
JP,MM,yes,visa_required,,90
SA,MM,yes,evisa_or_visa_on_arrival,https://visa.visitsaudi.com/,90
TH,MM,yes,visa_required,,30
BN,MM,yes,evisa_required,,28
ZA,MM,yes,visa_required,,90
BD,MM,yes,visa_required,,30
KH,MM,yes,visa_required,,14
US,MM,yes,visa_required,,180
MV,MM,yes,visa_on_arrival,,30
PH,MM,yes,visa_required,,30
KR,MM,yes,visa_required,,90
CH,MM,yes,visa_required,,90
DE,MM,yes,visa_required,,90
IT,MM,yes,visa_required,,90
AE,MM,yes,visa_required,,30
NP,MM,yes,visa_required,,90
TR,MM,yes,visa_required,,90
ES,MM,yes,visa_required,,90
LK,MM,yes,eta_required,https://www.eta.gov.lk/slvisa/visainfo/center.jsp?lang=en&locale=en_US,30
BE,MM,yes,visa_required,,90
GR,MM,yes,visa_required,,90
NZ,MM,yes,visa_required,,180
RU,MM,yes,evisa_required,https://evisa.kdmid.ru/,16
MM,MM,no,visa_not_required,,
DK,MM,yes,visa_required,,90
MO,MM,yes,visa_on_arrival,,30
LA,MM,yes,visa_required,,30
FR,MM,yes,visa_required,,90
NL,MM,yes,visa_required,,90
SG,DK,no,visa_not_required,,30
HK,DK,no,visa_not_required,,90
GB,DK,no,visa_not_required,,180
CA,DK,no,visa_not_required,,180
ID,DK,no,visa_not_required,,30
VN,DK,no,visa_not_required,,45
IN,DK,yes,evisa_required,https://www.indianvisaonline.gov.in/evisa/tvoa.html,90
TW,DK,no,visa_not_required,,90
AU,DK,no,visa_not_required,,90
AT,DK,no,visa_not_required,,90
MY,DK,no,visa_not_required,,90
CN,DK,no,visa_not_required,,30
JP,DK,no,visa_not_required,,90
SA,DK,yes,evisa_or_visa_on_arrival,https://visa.visitsaudi.com/,90
TH,DK,no,visa_not_required,,60
BN,DK,no,visa_not_required,,14
ZA,DK,no,visa_not_required,,90
BD,DK,yes,visa_on_arrival,,30
KH,DK,yes,evisa_or_visa_on_arrival,https://www.evisa.gov.kh/,30
US,DK,no,visa_not_required,,90
MV,DK,yes,visa_on_arrival,,30
PH,DK,no,visa_not_required,,30
KR,DK,no,visa_not_required,,90
CH,DK,no,visa_not_required,,90
DE,DK,no,visa_not_required,,90
IT,DK,no,visa_not_required,,90
AE,DK,no,visa_not_required,,90
NP,DK,yes,visa_required,,90
TR,DK,no,visa_not_required,,90
ES,DK,no,visa_not_required,,90
LK,DK,yes,eta_required,https://www.eta.gov.lk/slvisa/visainfo/center.jsp?lang=en&locale=en_US,30
BE,DK,no,visa_not_required,,90
GR,DK,no,visa_not_required,,90
NZ,DK,no,visa_not_required,,90
RU,DK,yes,evisa_required,https://evisa.kdmid.ru/,16
MM,DK,yes,evisa_required,https://evisa.moip.gov.mm/,28
DK,DK,no,visa_not_required,,
MO,DK,no,visa_not_required,,30
LA,DK,yes,evisa_or_visa_on_arrival,https://laoevisa.gov.la/,30
FR,DK,no,visa_not_required,,90
NL,DK,no,visa_not_required,,90
SG,MO,no,visa_not_required,,30
HK,MO,no,visa_not_required,,365
GB,MO,no,visa_not_required,,180
CA,MO,no,visa_not_required,,180
ID,MO,no,visa_not_required,,30
VN,MO,yes,evisa_required,https://evisa.gov.vn/,90
IN,MO,yes,visa_required,,30
TW,MO,no,visa_not_required,,30
AU,MO,no,visa_not_required,,90
AT,MO,no,visa_not_required,,90
MY,MO,no,visa_not_required,,90
CN,MO,no,visa_not_required,,7
JP,MO,no,visa_not_required,,90
SA,MO,yes,evisa_or_visa_on_arrival,https://visa.visitsaudi.com/,90
TH,MO,no,visa_not_required,,30
BN,MO,no,visa_not_required,,14
ZA,MO,no,visa_not_required,,90
BD,MO,yes,visa_on_arrival,,30
KH,MO,yes,evisa_or_visa_on_arrival,https://www.evisa.gov.kh/,30
US,MO,no,visa_not_required,,90
MV,MO,yes,visa_on_arrival,,30
PH,MO,no,visa_not_required,,30
KR,MO,no,visa_not_required,,90
CH,MO,no,visa_not_required,,90
DE,MO,no,visa_not_required,,90
IT,MO,no,visa_not_required,,90
AE,MO,no,visa_not_required,,90
NP,MO,yes,visa_required,,90
TR,MO,no,visa_not_required,,90
ES,MO,no,visa_not_required,,90
LK,MO,yes,eta_required,https://www.eta.gov.lk/slvisa/visainfo/center.jsp?lang=en&locale=en_US,30
BE,MO,no,visa_not_required,,90
GR,MO,no,visa_not_required,,90
NZ,MO,no,visa_not_required,,90
RU,MO,yes,evisa_required,https://evisa.kdmid.ru/,16
MM,MO,yes,visa_on_arrival,,30
DK,MO,no,visa_not_required,,90
MO,MO,no,visa_not_required,,
LA,MO,yes,evisa_or_visa_on_arrival,https://laoevisa.gov.la/,30
FR,MO,no,visa_not_required,,90
NL,MO,no,visa_not_required,,90
SG,LA,no,visa_not_required,,30
HK,LA,yes,visa_required,,14
GB,LA,yes,evisa_or_visa_on_arrival,https://www.gov.uk/eta/apply,30
CA,LA,yes,evisa_or_visa_on_arrival,https://www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/eta/apply.html,30
ID,LA,no,visa_not_required,,30
VN,LA,no,visa_not_required,,30
IN,LA,yes,evisa_required,https://www.indianvisaonline.gov.in/evisa/tvoa.html,90
TW,LA,yes,visa_required,,30
AU,LA,yes,evisa_required,https://immi.homeaffairs.gov.au/help-support/applying-online-or-on-paper/online,30
AT,LA,yes,visa_required,,90
MY,LA,no,visa_not_required,,30
CN,LA,yes,visa_required,,30
JP,LA,yes,visa_required,,90
SA,LA,yes,evisa_or_visa_on_arrival,https://visa.visitsaudi.com/,30
TH,LA,no,visa_not_required,,30
BN,LA,no,visa_not_required,,14
ZA,LA,yes,visa_required,,90
BD,LA,yes,visa_on_arrival,,30
KH,LA,no,visa_not_required,,30
US,LA,yes,visa_required,,180
MV,LA,yes,visa_on_arrival,,30
PH,LA,yes,visa_required,,30
KR,LA,yes,visa_required,,90
CH,LA,yes,visa_required,,90
DE,LA,yes,visa_required,,90
IT,LA,yes,visa_required,,90
AE,LA,yes,visa_required,,30
NP,LA,yes,visa_required,,90
TR,LA,yes,visa_required,,90
ES,LA,yes,visa_required,,90
LK,LA,yes,eta_required,https://www.eta.gov.lk/slvisa/visainfo/center.jsp?lang=en&locale=en_US,30
BE,LA,yes,visa_required,,90
GR,LA,yes,visa_required,,90
NZ,LA,yes,visa_required,,180
RU,LA,yes,evisa_required,https://evisa.kdmid.ru/,16
MM,LA,no,visa_not_required,,14
DK,LA,yes,visa_required,,90
MO,LA,yes,visa_required,,30
LA,LA,no,visa_not_required,,
FR,LA,yes,visa_required,,90
NL,LA,yes,visa_required,,90
SG,FR,no,visa_not_required,,30
HK,FR,no,visa_not_required,,90
GB,FR,no,visa_not_required,,180
CA,FR,no,visa_not_required,,180
ID,FR,no,visa_not_required,,30
VN,FR,no,visa_not_required,,45
IN,FR,yes,evisa_required,https://www.indianvisaonline.gov.in/evisa/tvoa.html,90
TW,FR,no,visa_not_required,,90
AU,FR,no,visa_not_required,,90
AT,FR,no,visa_not_required,,90
MY,FR,no,visa_not_required,,90
CN,FR,no,visa_not_required,,30
JP,FR,no,visa_not_required,,90
SA,FR,yes,evisa_or_visa_on_arrival,https://visa.visitsaudi.com/,90
TH,FR,no,visa_not_required,,60
BN,FR,no,visa_not_required,,14
ZA,FR,no,visa_not_required,,90
BD,FR,yes,visa_on_arrival,,30
KH,FR,yes,evisa_or_visa_on_arrival,https://www.evisa.gov.kh/,30
US,FR,no,visa_not_required,,90
MV,FR,yes,visa_on_arrival,,30
PH,FR,no,visa_not_required,,30
KR,FR,no,visa_not_required,,90
CH,FR,no,visa_not_required,,90
DE,FR,no,visa_not_required,,90
IT,FR,no,visa_not_required,,90
AE,FR,no,visa_not_required,,90
NP,FR,yes,visa_required,,90
TR,FR,no,visa_not_required,,90
ES,FR,no,visa_not_required,,90
LK,FR,yes,eta_required,https://www.eta.gov.lk/slvisa/visainfo/center.jsp?lang=en&locale=en_US,30
BE,FR,no,visa_not_required,,90
GR,FR,no,visa_not_required,,90
NZ,FR,no,visa_not_required,,90
RU,FR,yes,evisa_required,https://evisa.kdmid.ru/,16
MM,FR,yes,evisa_required,https://evisa.moip.gov.mm/,28
DK,FR,no,visa_not_required,,90
MO,FR,no,visa_not_required,,30
LA,FR,yes,evisa_or_visa_on_arrival,https://laoevisa.gov.la/,30
FR,FR,no,visa_not_required,,
NL,FR,no,visa_not_required,,90
SG,NL,no,visa_not_required,,30
HK,NL,no,visa_not_required,,90
GB,NL,no,visa_not_required,,180
CA,NL,no,visa_not_required,,180
ID,NL,no,visa_not_required,,30
VN,NL,no,visa_not_required,,45
IN,NL,yes,evisa_required,https://www.indianvisaonline.gov.in/evisa/tvoa.html,90
TW,NL,no,visa_not_required,,90
AU,NL,no,visa_not_required,,90
AT,NL,no,visa_not_required,,90
MY,NL,no,visa_not_required,,90
CN,NL,no,visa_not_required,,30
JP,NL,no,visa_not_required,,90
SA,NL,yes,evisa_or_visa_on_arrival,https://visa.visitsaudi.com/,90
TH,NL,no,visa_not_required,,60
BN,NL,no,visa_not_required,,14
ZA,NL,no,visa_not_required,,90
BD,NL,yes,visa_on_arrival,,30
KH,NL,yes,evisa_or_visa_on_arrival,https://www.evisa.gov.kh/,30
US,NL,no,visa_not_required,,90
MV,NL,yes,visa_on_arrival,,30
PH,NL,no,visa_not_required,,30
KR,NL,no,visa_not_required,,90
CH,NL,no,visa_not_required,,90
DE,NL,no,visa_not_required,,90
IT,NL,no,visa_not_required,,90
AE,NL,no,visa_not_required,,90
NP,NL,yes,visa_required,,90
TR,NL,no,visa_not_required,,90
ES,NL,no,visa_not_required,,90
LK,NL,yes,eta_required,https://www.eta.gov.lk/slvisa/visainfo/center.jsp?lang=en&locale=en_US,30
BE,NL,no,visa_not_required,,90
GR,NL,no,visa_not_required,,90
NZ,NL,no,visa_not_required,,90
RU,NL,yes,evisa_required,https://evisa.kdmid.ru/,16
MM,NL,yes,evisa_required,https://evisa.moip.gov.mm/,28
DK,NL,no,visa_not_required,,90
MO,NL,no,visa_not_required,,30
LA,NL,yes,evisa_or_visa_on_arrival,https://laoevisa.gov.la/,30
FR,NL,no,visa_not_required,,90
NL,NL,no,visa_not_required,,
