f_city_code,f_month_num,f_month_name,f_avg_temp_c,f_avg_rainfall_mm,f_weather_profile_code,f_season_code,f_best_time_to_visit_flag,f_weather_summary
JNB,1,January,19.7,125,subtropical_highland,summer_peak,yes,warm summer storms
JNB,2,February,19.2,90,subtropical_highland,summer_peak,yes,warm and greener
JNB,3,March,17.8,83,subtropical_highland,autumn_shoulder,yes,warm with easing rain
JNB,4,April,14.2,54,subtropical_highland,autumn_shoulder,yes,mild and dry
JNB,5,May,10.7,13,subtropical_highland,dry_season,yes,cool and dry
JNB,6,June,8.1,5,subtropical_highland,dry_season,yes,coolest and very dry
JNB,7,July,8.2,4,subtropical_highland,dry_season,yes,cool dry winter weather
JNB,8,August,11.0,6,subtropical_highland,dry_season,yes,mild and sunny
JNB,9,September,15.1,22,subtropical_highland,spring,yes,warm and dry
JNB,10,October,17.1,71,subtropical_highland,spring,yes,warm with storms returning
JNB,11,November,17.8,117,subtropical_highland,summer_peak,yes,warm summer rainfall
JNB,12,December,19.0,123,subtropical_highland,summer_peak,yes,warm and lively
BKI,1,January,26.5,237,tropical_rainforest,wet_season,no,warm and rainy
BKI,2,February,26.8,171,tropical_rainforest,humid_season,no,warm with frequent showers
BKI,3,March,27.3,138,tropical_rainforest,pleasant_peak,yes,warm and relatively drier
BKI,4,April,27.8,133,tropical_rainforest,pleasant_peak,yes,hot tropical weather
BKI,5,May,28.0,122,tropical_rainforest,pleasant_peak,yes,warm with manageable rain
BKI,6,June,27.8,102,tropical_rainforest,pleasant_peak,yes,warm and among the driest months
BKI,7,July,27.5,116,tropical_rainforest,pleasant_peak,yes,warm and beach-friendly
BKI,8,August,27.5,123,tropical_rainforest,pleasant_peak,yes,warm tropical weather
BKI,9,September,27.3,152,tropical_rainforest,humid_season,no,humid with more rain
BKI,10,October,27.2,223,tropical_rainforest,wet_season,no,very wet shoulder month
BKI,11,November,26.9,273,tropical_rainforest,wet_season,no,humid and rainy
BKI,12,December,26.6,299,tropical_rainforest,wet_season,no,wettest period of the year
REP,1,January,26.7,9,tropical_savanna,dry_season,yes,warm and very dry
REP,2,February,28.2,4,tropical_savanna,dry_season,yes,hot and driest month
REP,3,March,29.7,14,tropical_savanna,hot_season,no,very hot and dry
REP,4,April,30.3,43,tropical_savanna,hot_season,no,hottest month with rising humidity
REP,5,May,29.6,133,tropical_savanna,wet_season,no,humid with monsoon onset
REP,6,June,29.0,179,tropical_savanna,wet_season,no,hot and rainy
REP,7,July,28.5,192,tropical_savanna,wet_season,no,warm with regular heavy rain
REP,8,August,28.2,215,tropical_savanna,wet_season,no,humid and wet
REP,9,September,27.7,245,tropical_savanna,wet_season,no,wettest stretch
REP,10,October,27.4,264,tropical_savanna,wet_season,no,warm with persistent rain
REP,11,November,27.0,118,tropical_savanna,pleasant_peak,yes,warm with improving weather
REP,12,December,26.4,43,tropical_savanna,pleasant_peak,yes,warm and drier
JED,1,January,23.8,7,desert_hot,pleasant_peak,yes,warm and dry
JED,2,February,24.4,2,desert_hot,pleasant_peak,yes,warm winter weather
JED,3,March,26.6,1,desert_hot,shoulder,yes,hot and dry
JED,4,April,29.8,1,desert_hot,hot_season,no,very hot and arid
JED,5,May,32.6,1,desert_hot,hot_season,no,extreme heat builds
JED,6,June,34.0,0,desert_hot,hot_season,no,very hot and humid by the coast
JED,7,July,35.1,0,desert_hot,hot_season,no,hottest period
JED,8,August,35.3,0,desert_hot,hot_season,no,intense coastal heat
JED,9,September,34.0,0,desert_hot,hot_season,no,still very hot
JED,10,October,31.4,2,desert_hot,hot_season,no,hot but easing
JED,11,November,28.1,9,desert_hot,pleasant_peak,yes,warm and more comfortable
JED,12,December,24.8,7,desert_hot,pleasant_peak,yes,warm and dry
HAK,1,January,18.5,24,tropical_monsoon,pleasant_peak,yes,mild and relatively dry
HAK,2,February,20.1,37,tropical_monsoon,pleasant_peak,yes,warm with low rain
HAK,3,March,23.4,63,tropical_monsoon,pleasant_peak,yes,warm tropical weather
HAK,4,April,27.0,83,tropical_monsoon,pleasant_peak,yes,hot and beach-friendly
HAK,5,May,29.3,181,tropical_monsoon,wet_season,no,hot and humid
HAK,6,June,29.7,225,tropical_monsoon,wet_season,no,very warm with monsoon rain
HAK,7,July,29.3,236,tropical_monsoon,wet_season,no,hot and wet
HAK,8,August,28.9,270,tropical_monsoon,wet_season,no,humid and storm-prone
HAK,9,September,27.8,264,tropical_monsoon,wet_season,no,warm with heavy rain
HAK,10,October,25.4,193,tropical_monsoon,wet_season,no,humid with easing rain
HAK,11,November,22.2,71,tropical_monsoon,pleasant_peak,yes,warm and more settled
HAK,12,December,19.0,30,tropical_monsoon,pleasant_peak,yes,mild and comfortable
HDY,1,January,26.9,10,tropical_monsoon,dry_season,yes,warm and dry
HDY,2,February,28.0,8,tropical_monsoon,dry_season,yes,hot and sunny
HDY,3,March,29.2,27,tropical_monsoon,dry_season,yes,very warm and mostly dry
HDY,4,April,30.0,67,tropical_monsoon,hot_season,no,hottest stretch with some storms
HDY,5,May,29.5,143,tropical_monsoon,wet_season,no,humid with rain increasing
HDY,6,June,28.8,184,tropical_monsoon,wet_season,no,hot and rainy
HDY,7,July,28.4,215,tropical_monsoon,wet_season,no,humid tropical showers
HDY,8,August,28.2,263,tropical_monsoon,wet_season,no,wettest period
HDY,9,September,27.8,410,tropical_monsoon,wet_season,no,very wet monsoon month
HDY,10,October,27.0,344,tropical_monsoon,wet_season,no,warm with persistent rain
HDY,11,November,26.4,135,tropical_monsoon,shoulder,no,warm with improving weather
HDY,12,December,26.3,37,tropical_monsoon,pleasant_peak,yes,warm and drier
CNS,1,January,27.8,423,tropical_monsoon,wet_season,no,hot and very wet
CNS,2,February,27.4,450,tropical_monsoon,wet_season,no,humid with tropical rain
CNS,3,March,26.6,430,tropical_monsoon,wet_season,no,warm and stormy
CNS,4,April,25.2,200,tropical_monsoon,shoulder,no,warm with easing rain
CNS,5,May,23.1,94,tropical_monsoon,dry_season,yes,warm and much drier
CNS,6,June,21.2,49,tropical_monsoon,dry_season,yes,mild and dry
CNS,7,July,20.8,32,tropical_monsoon,dry_season,yes,coolest and driest month
CNS,8,August,21.8,27,tropical_monsoon,dry_season,yes,mild dry-season weather
CNS,9,September,23.8,17,tropical_monsoon,dry_season,yes,warm and sunny
CNS,10,October,25.6,28,tropical_monsoon,dry_season,yes,warm and beach-friendly
CNS,11,November,26.8,65,tropical_monsoon,shoulder,yes,warm with some rain returning
CNS,12,December,27.7,171,tropical_monsoon,wet_season,no,hot and wetter
ATQ,1,January,12.8,34,humid_subtropical,winter_peak,yes,cool and dry
ATQ,2,February,15.6,35,humid_subtropical,winter_peak,yes,mild and pleasant
ATQ,3,March,21.0,27,humid_subtropical,shoulder,yes,warm and dry
ATQ,4,April,27.0,17,humid_subtropical,hot_season,no,very hot and dry
ATQ,5,May,31.4,22,humid_subtropical,hot_season,no,extreme pre-monsoon heat
ATQ,6,June,32.6,56,humid_subtropical,monsoon,no,very hot with storms
ATQ,7,July,30.3,184,humid_subtropical,monsoon,no,hot and humid
ATQ,8,August,29.0,190,humid_subtropical,monsoon,no,warm and rainy
ATQ,9,September,28.0,91,humid_subtropical,post_monsoon,yes,warm with easing rain
ATQ,10,October,24.1,18,humid_subtropical,autumn_peak,yes,warm and clearer
ATQ,11,November,18.0,5,humid_subtropical,autumn_peak,yes,pleasant and dry
ATQ,12,December,13.7,10,humid_subtropical,winter_peak,yes,cool winter weather
IPH,1,January,27.4,50,tropical_monsoon,pleasant_peak,yes,warm and fairly dry
IPH,2,February,27.9,45,tropical_monsoon,pleasant_peak,yes,warmest and relatively dry
IPH,3,March,28.3,88,tropical_monsoon,pleasant_peak,yes,hot with manageable rain
IPH,4,April,28.7,138,tropical_monsoon,shoulder,no,hot and more humid
IPH,5,May,28.8,191,tropical_monsoon,humid_season,no,warm with frequent showers
IPH,6,June,28.4,141,tropical_monsoon,humid_season,no,warm tropical weather
IPH,7,July,28.1,161,tropical_monsoon,humid_season,no,warm with regular rain
IPH,8,August,28.0,180,tropical_monsoon,humid_season,no,humid and wetter
IPH,9,September,27.8,221,tropical_monsoon,wet_season,no,warm with heavy rain
IPH,10,October,27.9,293,tropical_monsoon,wet_season,no,wettest period
IPH,11,November,27.6,226,tropical_monsoon,wet_season,no,humid and rainy
IPH,12,December,27.4,93,tropical_monsoon,shoulder,no,warm with improving weather
KBV,1,January,27.6,49,tropical_monsoon,pleasant_peak,yes,warm and sunny
KBV,2,February,28.0,30,tropical_monsoon,pleasant_peak,yes,warmest and driest month
KBV,3,March,28.8,52,tropical_monsoon,pleasant_peak,yes,hot and beach-friendly
KBV,4,April,29.3,120,tropical_monsoon,shoulder,no,hot with more humidity
KBV,5,May,29.0,232,tropical_monsoon,wet_season,no,warm with monsoon onset
KBV,6,June,28.5,241,tropical_monsoon,wet_season,no,humid and rainy
KBV,7,July,28.1,256,tropical_monsoon,wet_season,no,warm tropical showers
KBV,8,August,28.0,282,tropical_monsoon,wet_season,no,wettest stretch
KBV,9,September,27.7,355,tropical_monsoon,wet_season,no,very wet and humid
KBV,10,October,27.7,306,tropical_monsoon,wet_season,no,heavy late-monsoon rainfall
KBV,11,November,27.4,174,tropical_monsoon,pleasant_peak,yes,warm with improving weather
KBV,12,December,27.2,74,tropical_monsoon,pleasant_peak,yes,warm and drier
KUA,1,January,26.5,172,tropical_rainforest,humid_season,no,warm with regular rain
KUA,2,February,27.0,128,tropical_rainforest,pleasant_peak,yes,warm and relatively drier
KUA,3,March,27.5,207,tropical_rainforest,humid_season,no,hot and humid
KUA,4,April,27.8,231,tropical_rainforest,humid_season,no,warm with frequent showers
KUA,5,May,27.9,179,tropical_rainforest,pleasant_peak,yes,hot with manageable rain
KUA,6,June,27.7,137,tropical_rainforest,pleasant_peak,yes,warm and a bit drier
KUA,7,July,27.4,144,tropical_rainforest,pleasant_peak,yes,warm tropical weather
KUA,8,August,27.5,149,tropical_rainforest,pleasant_peak,yes,warm and relatively drier
KUA,9,September,27.1,173,tropical_rainforest,humid_season,no,humid with more showers
KUA,10,October,26.9,232,tropical_rainforest,wet_season,no,wet inter-monsoon period
KUA,11,November,26.5,340,tropical_rainforest,wet_season,no,very wet and humid
KUA,12,December,26.1,298,tropical_rainforest,wet_season,no,warm and rainy
NKG,1,January,2.8,43,humid_subtropical,winter,no,cold and damp
NKG,2,February,5.2,59,humid_subtropical,winter,no,cool late winter weather
NKG,3,March,9.8,83,humid_subtropical,spring,no,milder and wetter
NKG,4,April,16.0,86,humid_subtropical,spring,yes,pleasant spring weather
NKG,5,May,21.3,96,humid_subtropical,spring,yes,warm and green
NKG,6,June,25.1,169,humid_subtropical,wet_season,no,hot with plum rains
NKG,7,July,28.5,219,humid_subtropical,wet_season,no,hottest stretch with heavy rain
NKG,8,August,28.0,162,humid_subtropical,wet_season,no,hot and humid
NKG,9,September,23.9,93,humid_subtropical,autumn_shoulder,yes,warm with easing rain
NKG,10,October,18.0,56,humid_subtropical,autumn_shoulder,yes,mild and comfortable
NKG,11,November,11.2,52,humid_subtropical,pleasant_peak,yes,cool and clearer
NKG,12,December,5.0,28,humid_subtropical,winter,no,cold winter weather
OOL,1,January,24.8,150,humid_subtropical,summer_peak,yes,warm and lively
OOL,2,February,24.6,170,humid_subtropical,summer_peak,yes,warm with summer storms
OOL,3,March,23.1,160,humid_subtropical,autumn_shoulder,yes,warm and beach-friendly
OOL,4,April,20.1,105,humid_subtropical,autumn_shoulder,yes,pleasant autumn weather
OOL,5,May,17.0,89,humid_subtropical,autumn_shoulder,yes,mild and comfortable
OOL,6,June,14.5,73,humid_subtropical,winter,no,mild and drier
OOL,7,July,13.9,52,humid_subtropical,winter,no,coolest month
OOL,8,August,15.2,43,humid_subtropical,winter,no,mild late winter weather
OOL,9,September,17.9,38,humid_subtropical,spring,yes,warm and dry
OOL,10,October,20.4,85,humid_subtropical,spring,yes,pleasant and sunnier
OOL,11,November,22.5,91,humid_subtropical,spring,yes,warm and comfortable
OOL,12,December,24.0,129,humid_subtropical,summer_peak,yes,warm start to summer
MFM,1,January,16.0,33,humid_subtropical,winter,no,mild and relatively dry
MFM,2,February,17.2,52,humid_subtropical,winter,no,mild with more humidity
MFM,3,March,20.3,84,humid_subtropical,spring,no,warm spring weather
MFM,4,April,24.0,178,humid_subtropical,spring,yes,warm and greener
MFM,5,May,27.3,298,humid_subtropical,wet_season,no,hot and very humid
MFM,6,June,28.7,360,humid_subtropical,wet_season,no,very warm and rainy
MFM,7,July,29.0,280,humid_subtropical,wet_season,no,hottest stretch with storms
MFM,8,August,28.8,308,humid_subtropical,wet_season,no,hot and storm-prone
MFM,9,September,27.7,213,humid_subtropical,autumn_shoulder,yes,warm with easing rain
MFM,10,October,24.9,87,humid_subtropical,autumn_shoulder,yes,warm and much drier
MFM,11,November,21.0,42,humid_subtropical,pleasant_peak,yes,mild and pleasant
MFM,12,December,17.0,27,humid_subtropical,winter,no,cool winter weather
SHE,1,January,-11.2,6,continental_monsoon,winter,no,very cold and dry
SHE,2,February,-6.4,7,continental_monsoon,winter,no,cold late winter weather
SHE,3,March,1.4,17,continental_monsoon,spring,no,chilly early spring
SHE,4,April,9.8,39,continental_monsoon,spring,yes,mild and dry
SHE,5,May,16.8,58,continental_monsoon,spring,yes,warm and comfortable
SHE,6,June,22.1,82,continental_monsoon,summer_peak,yes,warm early summer
SHE,7,July,24.8,171,continental_monsoon,summer_peak,yes,warmest month with summer rain
SHE,8,August,23.5,158,continental_monsoon,summer_peak,yes,warm and greener
SHE,9,September,17.0,63,continental_monsoon,autumn_shoulder,yes,mild and clearer
SHE,10,October,9.2,35,continental_monsoon,autumn_shoulder,no,cool autumn weather
SHE,11,November,-0.2,18,continental_monsoon,winter,no,cold and dry
SHE,12,December,-7.8,9,continental_monsoon,winter,no,freezing winter weather
SRG,1,January,27.3,430,tropical_rainforest,wet_season,no,hot and very wet
SRG,2,February,27.5,369,tropical_rainforest,wet_season,no,warm with frequent rain
SRG,3,March,27.9,342,tropical_rainforest,wet_season,no,humid tropical weather
SRG,4,April,28.2,292,tropical_rainforest,humid_season,no,warm and rainy
SRG,5,May,28.4,198,tropical_rainforest,pleasant_peak,yes,hot with less rainfall
SRG,6,June,27.9,109,tropical_rainforest,pleasant_peak,yes,warm and one of the driest months
SRG,7,July,27.5,95,tropical_rainforest,pleasant_peak,yes,warm and relatively dry
SRG,8,August,27.7,89,tropical_rainforest,pleasant_peak,yes,warm tropical weather
SRG,9,September,28.1,121,tropical_rainforest,pleasant_peak,yes,hot and fairly dry
SRG,10,October,28.0,181,tropical_rainforest,humid_season,no,warm with more showers
SRG,11,November,27.6,301,tropical_rainforest,wet_season,no,humid and rainy
SRG,12,December,27.3,397,tropical_rainforest,wet_season,no,warm and very wet
PUS,1,January,3.8,34,humid_subtropical,winter,no,cold and relatively dry
PUS,2,February,5.2,47,humid_subtropical,winter,no,cool late winter weather
PUS,3,March,9.4,81,humid_subtropical,spring,no,milder early spring
PUS,4,April,14.4,127,humid_subtropical,spring,yes,pleasant spring weather
PUS,5,May,18.6,154,humid_subtropical,spring,yes,warm and greener
PUS,6,June,21.7,185,humid_subtropical,rainy_season,no,warm with early-summer rain
PUS,7,July,25.3,258,humid_subtropical,rainy_season,no,hot and very humid
PUS,8,August,26.8,259,humid_subtropical,summer_peak,yes,hottest month with beach weather
PUS,9,September,22.6,170,humid_subtropical,typhoon_risk,no,warm with storm risk
PUS,10,October,17.2,62,humid_subtropical,autumn_shoulder,yes,mild and drier
PUS,11,November,11.3,48,humid_subtropical,autumn_shoulder,no,cool and calmer
PUS,12,December,5.8,24,humid_subtropical,winter,no,cold winter weather
TSN,1,January,-2.2,4,continental_monsoon,winter,no,cold and dry
TSN,2,February,0.6,7,continental_monsoon,winter,no,cold late winter weather
TSN,3,March,6.6,10,continental_monsoon,spring,no,chilly early spring
TSN,4,April,14.5,22,continental_monsoon,spring,yes,mild and dry
TSN,5,May,20.4,34,continental_monsoon,spring,yes,warm and pleasant
TSN,6,June,25.3,58,continental_monsoon,summer_peak,yes,warm early summer
TSN,7,July,27.3,180,continental_monsoon,summer_peak,yes,hottest month with summer rain
TSN,8,August,26.1,171,continental_monsoon,summer_peak,yes,warm and humid
TSN,9,September,21.8,46,continental_monsoon,autumn_shoulder,yes,mild and clearer
TSN,10,October,14.5,22,continental_monsoon,autumn_shoulder,yes,cool and pleasant
TSN,11,November,6.0,8,continental_monsoon,winter,no,cold and dry
TSN,12,December,-0.5,4,continental_monsoon,winter,no,freezing winter weather
CRK,1,January,26.7,8,tropical_savanna,dry_season,yes,warm and dry
CRK,2,February,27.4,8,tropical_savanna,dry_season,yes,warmest and sunny
CRK,3,March,28.6,13,tropical_savanna,dry_season,yes,hot and very dry
CRK,4,April,29.8,22,tropical_savanna,dry_season,yes,hottest month
CRK,5,May,29.2,171,tropical_savanna,wet_season,no,humid with monsoon onset
CRK,6,June,28.0,223,tropical_savanna,wet_season,no,warm and rainy
CRK,7,July,27.4,312,tropical_savanna,wet_season,no,very wet peak monsoon
CRK,8,August,27.2,354,tropical_savanna,wet_season,no,humid and storm-prone
CRK,9,September,27.0,300,tropical_savanna,wet_season,no,warm and rainy
CRK,10,October,26.8,195,tropical_savanna,wet_season,no,humid with easing rain
CRK,11,November,26.7,92,tropical_savanna,dry_season,yes,warm with improving weather
CRK,12,December,26.4,37,tropical_savanna,dry_season,yes,warm and drier
WUH,1,January,4.1,43,humid_subtropical,winter,no,cold and damp
WUH,2,February,6.6,59,humid_subtropical,winter,no,cool late winter weather
WUH,3,March,11.1,93,humid_subtropical,spring,no,milder and wetter
WUH,4,April,17.6,116,humid_subtropical,spring,yes,pleasant spring weather
WUH,5,May,22.6,151,humid_subtropical,spring,yes,warm and green
WUH,6,June,26.1,225,humid_subtropical,wet_season,no,hot and very humid
WUH,7,July,29.4,210,humid_subtropical,wet_season,no,hottest stretch with summer rain
WUH,8,August,28.9,126,humid_subtropical,wet_season,no,hot and muggy
WUH,9,September,24.0,79,humid_subtropical,autumn_shoulder,yes,warm with easing rain
WUH,10,October,18.3,77,humid_subtropical,autumn_shoulder,yes,mild and comfortable
WUH,11,November,11.7,53,humid_subtropical,pleasant_peak,yes,cool and clearer
WUH,12,December,6.3,26,humid_subtropical,winter,no,cold winter weather
BER,1,January,0.9,42,temperate_oceanic,winter,no,cold and relatively dry
BER,2,February,2.0,33,temperate_oceanic,winter,no,cool late winter weather
BER,3,March,5.4,37,temperate_oceanic,spring,no,chilly early spring
BER,4,April,10.0,35,temperate_oceanic,spring,yes,mild and improving
BER,5,May,14.6,54,temperate_oceanic,spring,yes,pleasant and greener
BER,6,June,17.8,67,temperate_oceanic,summer_peak,yes,warm early summer
BER,7,July,20.1,58,temperate_oceanic,summer_peak,yes,warmest month
BER,8,August,19.7,58,temperate_oceanic,summer_peak,yes,warm and lively
BER,9,September,15.4,45,temperate_oceanic,autumn_shoulder,yes,mild and comfortable
BER,10,October,10.5,37,temperate_oceanic,autumn_shoulder,no,cool autumn weather
BER,11,November,5.5,45,temperate_oceanic,winter,no,chilly and grey
BER,12,December,2.3,51,temperate_oceanic,winter,no,cold winter weather
MAA,1,January,24.9,25,tropical_wet_dry,pleasant_peak,yes,warm and relatively dry
MAA,2,February,26.8,9,tropical_wet_dry,pleasant_peak,yes,warm and driest month
MAA,3,March,29.1,8,tropical_wet_dry,hot_season,no,hot and humid
MAA,4,April,31.4,16,tropical_wet_dry,hot_season,no,very hot and coastal humid
MAA,5,May,33.0,43,tropical_wet_dry,hot_season,no,hottest month
MAA,6,June,32.1,56,tropical_wet_dry,shoulder,no,hot with some rain
MAA,7,July,30.5,95,tropical_wet_dry,shoulder,no,hot and breezier
MAA,8,August,30.2,139,tropical_wet_dry,shoulder,no,warm with more rain
MAA,9,September,29.4,148,tropical_wet_dry,wet_season,no,humid with rainfall building
MAA,10,October,27.8,284,tropical_wet_dry,wet_season,no,very wet northeast monsoon
MAA,11,November,25.9,374,tropical_wet_dry,wet_season,no,wettest month
MAA,12,December,24.5,156,tropical_wet_dry,pleasant_peak,yes,warm with improving weather
TRZ,1,January,25.4,36,tropical_wet_dry,pleasant_peak,yes,warm and relatively dry
TRZ,2,February,26.7,20,tropical_wet_dry,pleasant_peak,yes,warm and mostly dry
TRZ,3,March,28.9,18,tropical_wet_dry,hot_season,no,hot and sunny
TRZ,4,April,30.8,33,tropical_wet_dry,hot_season,no,very hot pre-monsoon weather
TRZ,5,May,31.5,55,tropical_wet_dry,hot_season,no,hottest month
TRZ,6,June,30.4,48,tropical_wet_dry,shoulder,no,hot with moderate rain
TRZ,7,July,29.6,74,tropical_wet_dry,shoulder,no,warm with some showers
TRZ,8,August,29.4,116,tropical_wet_dry,wet_season,no,warm and wetter
TRZ,9,September,28.8,153,tropical_wet_dry,wet_season,no,humid with increasing rain
TRZ,10,October,27.1,206,tropical_wet_dry,wet_season,no,very wet northeast monsoon onset
TRZ,11,November,25.7,184,tropical_wet_dry,wet_season,no,warm and rainy
TRZ,12,December,24.8,91,tropical_wet_dry,pleasant_peak,yes,warm with better weather
BDO,1,January,23.3,221,tropical_rainforest,wet_season,no,mild and rainy
BDO,2,February,23.4,223,tropical_rainforest,wet_season,no,warm with frequent rain
BDO,3,March,23.6,269,tropical_rainforest,wet_season,no,humid mountain-basin rains
BDO,4,April,23.6,272,tropical_rainforest,wet_season,no,warm and very wet
BDO,5,May,23.5,182,tropical_rainforest,humid_season,no,mild with regular showers
BDO,6,June,23.2,87,tropical_rainforest,pleasant_peak,yes,mild and relatively dry
BDO,7,July,22.8,56,tropical_rainforest,pleasant_peak,yes,cooler and driest stretch
BDO,8,August,23.0,42,tropical_rainforest,pleasant_peak,yes,mild and dry-season weather
BDO,9,September,23.6,63,tropical_rainforest,pleasant_peak,yes,warm with low rainfall
BDO,10,October,24.0,120,tropical_rainforest,humid_season,no,warm with rainfall returning
BDO,11,November,23.8,209,tropical_rainforest,wet_season,no,humid and rainy
BDO,12,December,23.5,265,tropical_rainforest,wet_season,no,warm and very wet
VTE,1,January,21.8,8,tropical_savanna,dry_season,yes,warm and dry
VTE,2,February,24.8,13,tropical_savanna,dry_season,yes,warm and sunny
VTE,3,March,28.2,32,tropical_savanna,hot_season,no,hot and dry
VTE,4,April,29.8,77,tropical_savanna,hot_season,no,very hot with storms building
VTE,5,May,29.3,246,tropical_savanna,wet_season,no,humid with monsoon onset
VTE,6,June,28.4,280,tropical_savanna,wet_season,no,hot and rainy
VTE,7,July,27.7,272,tropical_savanna,wet_season,no,warm with regular heavy rain
VTE,8,August,27.4,334,tropical_savanna,wet_season,no,wettest month
VTE,9,September,27.2,297,tropical_savanna,wet_season,no,humid and wet
VTE,10,October,26.2,81,tropical_savanna,shoulder,yes,warm with easing rain
VTE,11,November,23.8,12,tropical_savanna,pleasant_peak,yes,warm and comfortable
VTE,12,December,21.0,4,tropical_savanna,pleasant_peak,yes,mild and dry
CJU,1,January,6.1,65,humid_subtropical,winter,no,cool and damp
CJU,2,February,6.8,58,humid_subtropical,winter,no,cool late winter weather
CJU,3,March,9.6,83,humid_subtropical,spring,no,mild early spring
CJU,4,April,13.9,109,humid_subtropical,spring,yes,pleasant spring weather
CJU,5,May,17.9,145,humid_subtropical,spring,yes,warm and greener
CJU,6,June,21.6,205,humid_subtropical,rainy_season,no,warm with monsoon rain
CJU,7,July,25.6,262,humid_subtropical,rainy_season,no,hot and very humid
CJU,8,August,27.0,263,humid_subtropical,summer_peak,yes,hottest month with beach weather
CJU,9,September,23.3,203,humid_subtropical,typhoon_risk,no,warm with storm risk
CJU,10,October,18.4,75,humid_subtropical,autumn_shoulder,yes,mild and drier
CJU,11,November,13.1,66,humid_subtropical,autumn_shoulder,no,cool and calmer
CJU,12,December,8.2,73,humid_subtropical,winter,no,cool winter weather
MUC,1,January,-0.5,53,temperate_oceanic,winter,no,cold and damp
MUC,2,February,0.6,47,temperate_oceanic,winter,no,cold late winter weather
MUC,3,March,4.5,52,temperate_oceanic,spring,no,chilly early spring
MUC,4,April,8.9,61,temperate_oceanic,spring,no,cool and greener
MUC,5,May,13.8,93,temperate_oceanic,spring,yes,mild and pleasant
MUC,6,June,17.2,120,temperate_oceanic,summer_peak,yes,warm early summer
MUC,7,July,19.0,122,temperate_oceanic,summer_peak,yes,warmest month
MUC,8,August,18.7,108,temperate_oceanic,summer_peak,yes,warm and scenic
MUC,9,September,14.3,87,temperate_oceanic,autumn_shoulder,yes,mild and comfortable
MUC,10,October,9.7,57,temperate_oceanic,autumn_shoulder,no,cool autumn weather
MUC,11,November,4.1,59,temperate_oceanic,winter,no,chilly and grey
MUC,12,December,0.8,58,temperate_oceanic,winter,no,cold winter weather
INN,1,January,-2.5,43,alpine,winter_peak,yes,cold alpine winter
INN,2,February,-0.8,42,alpine,winter_peak,yes,cold with snow conditions
INN,3,March,3.4,52,alpine,shoulder,no,chilly early spring
INN,4,April,8.0,59,alpine,shoulder,no,cool and greener
INN,5,May,12.5,84,alpine,spring,yes,mild alpine spring
INN,6,June,15.7,115,alpine,summer_peak,yes,warm and scenic
INN,7,July,17.7,136,alpine,summer_peak,yes,warmest month
INN,8,August,17.0,126,alpine,summer_peak,yes,warm alpine summer
INN,9,September,12.9,89,alpine,autumn_shoulder,yes,cool and comfortable
INN,10,October,8.3,59,alpine,autumn_shoulder,no,cool autumn weather
INN,11,November,2.6,54,alpine,winter,no,cold and greyer
INN,12,December,-1.3,47,alpine,winter_peak,yes,cold winter season
ZRH,1,January,0.4,63,temperate_oceanic,winter,no,cold and damp
ZRH,2,February,1.6,58,temperate_oceanic,winter,no,cold late winter weather
ZRH,3,March,5.2,70,temperate_oceanic,spring,no,chilly early spring
ZRH,4,April,9.3,79,temperate_oceanic,spring,no,mild and greener
ZRH,5,May,13.5,118,temperate_oceanic,spring,yes,pleasant and lush
ZRH,6,June,17.0,128,temperate_oceanic,summer_peak,yes,warm early summer
ZRH,7,July,18.9,128,temperate_oceanic,summer_peak,yes,warmest month
ZRH,8,August,18.4,128,temperate_oceanic,summer_peak,yes,warm and lively
ZRH,9,September,14.4,101,temperate_oceanic,autumn_shoulder,yes,mild and comfortable
ZRH,10,October,10.0,83,temperate_oceanic,autumn_shoulder,no,cool with autumn rain
ZRH,11,November,4.7,85,temperate_oceanic,winter,no,chilly and grey
ZRH,12,December,1.6,80,temperate_oceanic,winter,no,cold winter weather
MDL,1,January,21.7,5,tropical_savanna,dry_season,yes,warm and dry
MDL,2,February,24.3,3,tropical_savanna,dry_season,yes,warmest and driest month
MDL,3,March,28.0,8,tropical_savanna,hot_season,no,very hot and dry
MDL,4,April,30.7,39,tropical_savanna,hot_season,no,hottest month
MDL,5,May,29.3,140,tropical_savanna,wet_season,no,humid with monsoon onset
MDL,6,June,27.6,168,tropical_savanna,wet_season,no,warm and rainy
MDL,7,July,27.0,202,tropical_savanna,wet_season,no,wettest stretch
MDL,8,August,27.1,214,tropical_savanna,wet_season,no,humid and wet
MDL,9,September,27.5,147,tropical_savanna,wet_season,no,warm with lingering rain
MDL,10,October,27.3,128,tropical_savanna,wet_season,no,warm with late monsoon rain
MDL,11,November,25.1,62,tropical_savanna,pleasant_peak,yes,warm with improving weather
MDL,12,December,22.0,7,tropical_savanna,pleasant_peak,yes,mild and dry
AMS,1,January,3.6,69,temperate_oceanic,winter,no,cold and damp
AMS,2,February,3.9,53,temperate_oceanic,winter,no,cool late winter weather
AMS,3,March,6.7,56,temperate_oceanic,spring,no,chilly early spring
AMS,4,April,9.8,41,temperate_oceanic,spring,yes,mild and improving
AMS,5,May,13.8,55,temperate_oceanic,spring,yes,pleasant and greener
AMS,6,June,16.6,68,temperate_oceanic,summer_peak,yes,mild early summer
AMS,7,July,18.5,77,temperate_oceanic,summer_peak,yes,warmest month
