f_flight_combination,f_departure_airport_code,f_destination_airport_code,f_airline_code,f_currency_code,f_aircraft_code,f_departure_date,f_arrival_date,f_cabin_class,f_trip_type,f_flight_duration,f_total_amount_fare_total
11925,ADL,SIN,SQ,AUD,B787-10,2026-08-13T11:30:00,2026-08-13T19:00:00,ECONOMY,O,450,505.72
11926,SIN,ADL,SQ,SGD,A350-900,2026-08-14T23:00:00,2026-08-15T06:10:00,ECONOMY,O,430,480.00
11927,ADL,SIN,SQ,AUD,A350-900,2026-08-14T12:35:00,2026-08-14T20:05:00,ECONOMY,O,450,532.92
11928,SIN,ADL,SQ,SGD,B787-10,2026-08-15T21:05:00,2026-08-16T04:15:00,ECONOMY,O,430,470.00
11929,ADL,SIN,SQ,AUD,B787-10,2026-08-15T13:15:00,2026-08-15T20:45:00,ECONOMY,O,450,521.82
11930,SIN,ADL,SQ,SGD,A350-900,2026-08-16T22:10:00,2026-08-17T05:20:00,ECONOMY,O,430,472.50
11931,ADL,SIN,SQ,AUD,A350-900,2026-08-16T10:20:00,2026-08-16T17:50:00,ECONOMY,O,450,524.60
11932,SIN,ADL,SQ,SGD,B787-10,2026-08-17T23:15:00,2026-08-18T06:25:00,ECONOMY,O,430,453.00
11933,ADL,SIN,SQ,AUD,B787-10,2026-08-17T11:25:00,2026-08-17T18:55:00,ECONOMY,O,450,502.95
11934,SIN,ADL,SQ,SGD,A350-900,2026-08-18T21:50:00,2026-08-19T05:00:00,ECONOMY,O,430,446.50
11935,ADL,SIN,SQ,AUD,A350-900,2026-08-18T12:30:00,2026-08-18T20:00:00,ECONOMY,O,450,495.73
11936,SIN,ADL,SQ,SGD,B787-10,2026-08-19T22:55:00,2026-08-20T06:05:00,ECONOMY,O,430,449.00
11937,ADL,SIN,SQ,AUD,B787-10,2026-08-19T13:35:00,2026-08-19T21:05:00,ECONOMY,O,450,498.50
11938,SIN,ADL,SQ,SGD,A350-900,2026-08-20T23:00:00,2026-08-21T06:10:00,ECONOMY,O,430,448.00
11939,ADL,SIN,SQ,AUD,A350-900,2026-08-20T10:15:00,2026-08-20T17:45:00,ECONOMY,O,450,497.39
11940,SIN,ADL,SQ,SGD,B787-10,2026-08-21T21:05:00,2026-08-22T04:15:00,ECONOMY,O,430,472.50
11941,ADL,SIN,SQ,AUD,B787-10,2026-08-21T11:20:00,2026-08-21T18:50:00,ECONOMY,O,450,524.60
11942,SIN,ADL,SQ,SGD,A350-900,2026-08-22T22:10:00,2026-08-23T05:20:00,ECONOMY,O,430,475.00
11943,ADL,SIN,SQ,AUD,A350-900,2026-08-22T12:25:00,2026-08-22T19:55:00,ECONOMY,O,450,527.37
11944,SIN,ADL,SQ,SGD,B787-10,2026-08-23T23:15:00,2026-08-24T06:25:00,ECONOMY,O,430,477.50
11945,ADL,SIN,SQ,AUD,B787-10,2026-08-23T13:30:00,2026-08-23T21:00:00,ECONOMY,O,450,530.15
11946,SIN,ADL,SQ,SGD,A350-900,2026-08-24T21:50:00,2026-08-25T05:00:00,ECONOMY,O,430,458.00
11947,ADL,SIN,SQ,AUD,A350-900,2026-08-24T10:35:00,2026-08-24T18:05:00,ECONOMY,O,450,508.50
11948,SIN,ADL,SQ,SGD,B787-10,2026-08-25T22:55:00,2026-08-26T06:05:00,ECONOMY,O,430,439.00
11949,ADL,SIN,SQ,AUD,B787-10,2026-08-25T11:15:00,2026-08-25T18:45:00,ECONOMY,O,450,487.40
11950,SIN,ADL,SQ,SGD,A350-900,2026-08-26T23:00:00,2026-08-27T06:10:00,ECONOMY,O,430,441.50
11951,ADL,SIN,SQ,AUD,A350-900,2026-08-26T12:20:00,2026-08-26T19:50:00,ECONOMY,O,450,490.18
11952,SIN,ADL,SQ,SGD,B787-10,2026-08-27T21:05:00,2026-08-28T04:15:00,ECONOMY,O,430,453.00
11953,ADL,SIN,SQ,AUD,B787-10,2026-08-27T13:25:00,2026-08-27T20:55:00,ECONOMY,O,450,502.95
11954,SIN,ADL,SQ,SGD,A350-900,2026-08-28T22:10:00,2026-08-29T05:20:00,ECONOMY,O,430,477.50
11955,ADL,SIN,SQ,AUD,A350-900,2026-08-28T10:30:00,2026-08-28T18:00:00,ECONOMY,O,450,530.15
11956,SIN,ADL,SQ,SGD,B787-10,2026-08-29T23:15:00,2026-08-30T06:25:00,ECONOMY,O,430,480.00
11957,ADL,SIN,SQ,AUD,B787-10,2026-08-29T11:35:00,2026-08-29T19:05:00,ECONOMY,O,450,532.92
11958,SIN,AKL,SQ,SGD,A350-900,2026-05-30T19:50:00,2026-05-31T06:00:00,ECONOMY,O,610,522.00
11959,AKL,SIN,SQ,NZD,A350-900,2026-05-30T13:15:00,2026-05-30T23:00:00,ECONOMY,O,585,701.39
11960,SIN,AKL,SQ,SGD,B777-300ER,2026-05-31T20:55:00,2026-06-01T07:05:00,ECONOMY,O,610,524.50
11961,AKL,SIN,SQ,NZD,B777-300ER,2026-05-31T14:20:00,2026-06-01T00:05:00,ECONOMY,O,585,704.75
11962,SIN,AKL,SQ,SGD,B777-300ER,2026-06-01T20:55:00,2026-06-02T07:05:00,ECONOMY,O,610,484.50
11963,AKL,SIN,SQ,NZD,B777-300ER,2026-06-01T12:20:00,2026-06-01T22:05:00,ECONOMY,O,585,651.01
11964,SIN,AKL,SQ,SGD,A350-900,2026-06-02T21:00:00,2026-06-03T07:10:00,ECONOMY,O,610,477.00
11965,AKL,SIN,SQ,NZD,A350-900,2026-06-02T13:25:00,2026-06-02T23:10:00,ECONOMY,O,585,640.93
11966,SIN,AKL,SQ,SGD,B777-300ER,2026-06-03T19:05:00,2026-06-04T05:15:00,ECONOMY,O,610,479.50
11967,AKL,SIN,SQ,NZD,B777-300ER,2026-06-03T14:30:00,2026-06-04T00:15:00,ECONOMY,O,585,644.29
11968,SIN,AKL,SQ,SGD,A350-900,2026-06-04T20:10:00,2026-06-05T06:20:00,ECONOMY,O,610,492.00
11969,AKL,SIN,SQ,NZD,A350-900,2026-06-04T11:35:00,2026-06-04T21:20:00,ECONOMY,O,585,661.08
11970,SIN,AKL,SQ,SGD,B777-300ER,2026-06-05T21:15:00,2026-06-06T07:25:00,ECONOMY,O,610,506.00
11971,AKL,SIN,SQ,NZD,B777-300ER,2026-06-05T12:15:00,2026-06-05T22:00:00,ECONOMY,O,585,679.90
11972,SIN,AKL,SQ,SGD,A350-900,2026-06-06T19:50:00,2026-06-07T06:00:00,ECONOMY,O,610,508.50
11973,AKL,SIN,SQ,NZD,A350-900,2026-06-06T13:20:00,2026-06-06T23:05:00,ECONOMY,O,585,683.25
11974,SIN,AKL,SQ,SGD,B777-300ER,2026-06-07T20:55:00,2026-06-08T07:05:00,ECONOMY,O,610,511.00
11975,AKL,SIN,SQ,NZD,B777-300ER,2026-06-07T14:25:00,2026-06-08T00:10:00,ECONOMY,O,585,686.61
11976,SIN,AKL,SQ,SGD,A350-900,2026-06-08T21:00:00,2026-06-09T07:10:00,ECONOMY,O,610,489.50
11977,AKL,SIN,SQ,NZD,A350-900,2026-06-08T11:30:00,2026-06-08T21:15:00,ECONOMY,O,585,657.72
11978,SIN,AKL,SQ,SGD,B777-300ER,2026-06-09T19:05:00,2026-06-10T05:15:00,ECONOMY,O,610,482.00
11979,AKL,SIN,SQ,NZD,B777-300ER,2026-06-09T12:35:00,2026-06-09T22:20:00,ECONOMY,O,585,647.65
11980,SIN,AKL,SQ,SGD,A350-900,2026-06-10T20:10:00,2026-06-11T06:20:00,ECONOMY,O,610,472.00
11981,AKL,SIN,SQ,NZD,A350-900,2026-06-10T13:15:00,2026-06-10T23:00:00,ECONOMY,O,585,634.21
11982,SIN,AKL,SQ,SGD,B777-300ER,2026-06-11T21:15:00,2026-06-12T07:25:00,ECONOMY,O,610,484.50
11983,AKL,SIN,SQ,NZD,B777-300ER,2026-06-11T14:20:00,2026-06-12T00:05:00,ECONOMY,O,585,651.01
11984,SIN,AKL,SQ,SGD,A350-900,2026-06-12T19:50:00,2026-06-13T06:00:00,ECONOMY,O,610,511.00
11985,AKL,SIN,SQ,NZD,A350-900,2026-06-12T11:25:00,2026-06-12T21:10:00,ECONOMY,O,585,686.61
11986,SIN,AKL,SQ,SGD,B777-300ER,2026-06-13T20:55:00,2026-06-14T07:05:00,ECONOMY,O,610,513.50
11987,AKL,SIN,SQ,NZD,B777-300ER,2026-06-13T12:30:00,2026-06-13T22:15:00,ECONOMY,O,585,689.97
11988,SIN,AKL,SQ,SGD,A350-900,2026-06-14T21:00:00,2026-06-15T07:10:00,ECONOMY,O,610,516.00
11989,AKL,SIN,SQ,NZD,A350-900,2026-06-14T13:35:00,2026-06-14T23:20:00,ECONOMY,O,585,693.33
11990,SIN,AKL,SQ,SGD,B777-300ER,2026-06-15T19:05:00,2026-06-16T05:15:00,ECONOMY,O,610,482.00
11991,AKL,SIN,SQ,NZD,B777-300ER,2026-06-15T14:15:00,2026-06-16T00:00:00,ECONOMY,O,585,647.65
11992,SIN,AKL,SQ,SGD,A350-900,2026-06-16T20:10:00,2026-06-17T06:20:00,ECONOMY,O,610,474.50
11993,AKL,SIN,SQ,NZD,A350-900,2026-06-16T11:20:00,2026-06-16T21:05:00,ECONOMY,O,585,637.57
11994,SIN,AKL,SQ,SGD,B777-300ER,2026-06-17T21:15:00,2026-06-18T07:25:00,ECONOMY,O,610,477.00
11995,AKL,SIN,SQ,NZD,B777-300ER,2026-06-17T12:25:00,2026-06-17T22:10:00,ECONOMY,O,585,640.93
11996,SIN,AKL,SQ,SGD,A350-900,2026-06-18T19:50:00,2026-06-19T06:00:00,ECONOMY,O,610,489.50
11997,AKL,SIN,SQ,NZD,A350-900,2026-06-18T13:30:00,2026-06-18T23:15:00,ECONOMY,O,585,657.72
11998,SIN,AKL,SQ,SGD,B777-300ER,2026-06-19T20:55:00,2026-06-20T07:05:00,ECONOMY,O,610,516.00
11999,AKL,SIN,SQ,NZD,B777-300ER,2026-06-19T14:35:00,2026-06-20T00:20:00,ECONOMY,O,585,693.33
12000,SIN,AKL,SQ,SGD,A350-900,2026-06-20T21:00:00,2026-06-21T07:10:00,ECONOMY,O,610,506.00
12001,AKL,SIN,SQ,NZD,A350-900,2026-06-20T11:15:00,2026-06-20T21:00:00,ECONOMY,O,585,679.90
12002,SIN,AKL,SQ,SGD,B777-300ER,2026-06-21T19:05:00,2026-06-22T05:15:00,ECONOMY,O,610,508.50
12003,AKL,SIN,SQ,NZD,B777-300ER,2026-06-21T12:20:00,2026-06-21T22:05:00,ECONOMY,O,585,683.25
12004,SIN,AKL,SQ,SGD,A350-900,2026-06-22T20:10:00,2026-06-23T06:20:00,ECONOMY,O,610,487.00
12005,AKL,SIN,SQ,NZD,A350-900,2026-06-22T13:25:00,2026-06-22T23:10:00,ECONOMY,O,585,654.37
12006,SIN,AKL,SQ,SGD,B777-300ER,2026-06-23T21:15:00,2026-06-24T07:25:00,ECONOMY,O,610,479.50
12007,AKL,SIN,SQ,NZD,B777-300ER,2026-06-23T14:30:00,2026-06-24T00:15:00,ECONOMY,O,585,644.29
12008,SIN,AKL,SQ,SGD,A350-900,2026-06-24T19:50:00,2026-06-25T06:00:00,ECONOMY,O,610,482.00
12009,AKL,SIN,SQ,NZD,A350-900,2026-06-24T11:35:00,2026-06-24T21:20:00,ECONOMY,O,585,647.65
12010,SIN,AKL,SQ,SGD,B777-300ER,2026-06-25T20:55:00,2026-06-26T07:05:00,ECONOMY,O,610,482.00
12011,AKL,SIN,SQ,NZD,B777-300ER,2026-06-25T12:15:00,2026-06-25T22:00:00,ECONOMY,O,585,647.65
12012,SIN,AKL,SQ,SGD,A350-900,2026-06-26T21:00:00,2026-06-27T07:10:00,ECONOMY,O,610,508.50
12013,AKL,SIN,SQ,NZD,A350-900,2026-06-26T13:20:00,2026-06-26T23:05:00,ECONOMY,O,585,683.25
12014,SIN,AKL,SQ,SGD,B777-300ER,2026-06-27T19:05:00,2026-06-28T05:15:00,ECONOMY,O,610,511.00
12015,AKL,SIN,SQ,NZD,B777-300ER,2026-06-27T14:25:00,2026-06-28T00:10:00,ECONOMY,O,585,686.61
12016,SIN,AKL,SQ,SGD,A350-900,2026-06-28T20:10:00,2026-06-29T06:20:00,ECONOMY,O,610,513.50
12017,AKL,SIN,SQ,NZD,A350-900,2026-06-28T11:30:00,2026-06-28T21:15:00,ECONOMY,O,585,689.97
12018,SIN,AKL,SQ,SGD,B777-300ER,2026-06-29T21:15:00,2026-06-30T07:25:00,ECONOMY,O,610,492.00
12019,AKL,SIN,SQ,NZD,B777-300ER,2026-06-29T12:35:00,2026-06-29T22:20:00,ECONOMY,O,585,661.08
12020,SIN,AKL,SQ,SGD,A350-900,2026-06-30T19:50:00,2026-07-01T06:00:00,ECONOMY,O,610,472.00
12021,AKL,SIN,SQ,NZD,A350-900,2026-06-30T13:15:00,2026-06-30T23:00:00,ECONOMY,O,585,634.21
12022,SIN,AKL,SQ,SGD,B777-300ER,2026-07-01T20:55:00,2026-07-02T07:05:00,ECONOMY,O,610,508.50
12023,AKL,SIN,SQ,NZD,B777-300ER,2026-07-01T12:20:00,2026-07-01T22:05:00,ECONOMY,O,585,683.25
12024,SIN,AKL,SQ,SGD,A350-900,2026-07-02T21:00:00,2026-07-03T07:10:00,ECONOMY,O,610,521.00
12025,AKL,SIN,SQ,NZD,A350-900,2026-07-02T13:25:00,2026-07-02T23:10:00,ECONOMY,O,585,700.05
12026,SIN,AKL,SQ,SGD,B777-300ER,2026-07-03T19:05:00,2026-07-04T05:15:00,ECONOMY,O,610,547.50
12027,AKL,SIN,SQ,NZD,B777-300ER,2026-07-03T14:30:00,2026-07-04T00:15:00,ECONOMY,O,585,735.66
12028,SIN,AKL,SQ,SGD,A350-900,2026-07-04T20:10:00,2026-07-05T06:20:00,ECONOMY,O,610,550.00
12029,AKL,SIN,SQ,NZD,A350-900,2026-07-04T11:35:00,2026-07-04T21:20:00,ECONOMY,O,585,739.02
12030,SIN,AKL,SQ,SGD,B777-300ER,2026-07-05T21:15:00,2026-07-06T07:25:00,ECONOMY,O,610,540.00
12031,AKL,SIN,SQ,NZD,B777-300ER,2026-07-05T12:15:00,2026-07-05T22:00:00,ECONOMY,O,585,725.58
12032,SIN,AKL,SQ,SGD,A350-900,2026-07-06T19:50:00,2026-07-07T06:00:00,ECONOMY,O,610,518.50
12033,AKL,SIN,SQ,NZD,A350-900,2026-07-06T13:20:00,2026-07-06T23:05:00,ECONOMY,O,585,696.69
12034,SIN,AKL,SQ,SGD,B777-300ER,2026-07-07T20:55:00,2026-07-08T07:05:00,ECONOMY,O,610,511.00
12035,AKL,SIN,SQ,NZD,B777-300ER,2026-07-07T14:25:00,2026-07-08T00:10:00,ECONOMY,O,585,686.61
12036,SIN,AKL,SQ,SGD,A350-900,2026-07-08T21:00:00,2026-07-09T07:10:00,ECONOMY,O,610,513.50
12037,AKL,SIN,SQ,NZD,A350-900,2026-07-08T11:30:00,2026-07-08T21:15:00,ECONOMY,O,585,689.97
12038,SIN,AKL,SQ,SGD,B777-300ER,2026-07-09T19:05:00,2026-07-10T05:15:00,ECONOMY,O,610,526.00
12039,AKL,SIN,SQ,NZD,B777-300ER,2026-07-09T12:35:00,2026-07-09T22:20:00,ECONOMY,O,585,706.77
12040,SIN,AKL,SQ,SGD,A350-900,2026-07-10T20:10:00,2026-07-11T06:20:00,ECONOMY,O,610,540.00
12041,AKL,SIN,SQ,NZD,A350-900,2026-07-10T13:15:00,2026-07-10T23:00:00,ECONOMY,O,585,725.58
12042,SIN,AKL,SQ,SGD,B777-300ER,2026-07-11T21:15:00,2026-07-12T07:25:00,ECONOMY,O,610,542.50
12043,AKL,SIN,SQ,NZD,B777-300ER,2026-07-11T14:20:00,2026-07-12T00:05:00,ECONOMY,O,585,728.94
12044,SIN,AKL,SQ,SGD,A350-900,2026-07-12T19:50:00,2026-07-13T06:00:00,ECONOMY,O,610,545.00
12045,AKL,SIN,SQ,NZD,A350-900,2026-07-12T11:25:00,2026-07-12T21:10:00,ECONOMY,O,585,732.30
12046,SIN,AKL,SQ,SGD,B777-300ER,2026-07-13T20:55:00,2026-07-14T07:05:00,ECONOMY,O,610,523.50
12047,AKL,SIN,SQ,NZD,B777-300ER,2026-07-13T12:30:00,2026-07-13T22:15:00,ECONOMY,O,585,703.41
12048,SIN,AKL,SQ,SGD,A350-900,2026-07-14T21:00:00,2026-07-15T07:10:00,ECONOMY,O,610,516.00
12049,AKL,SIN,SQ,NZD,A350-900,2026-07-14T13:35:00,2026-07-14T23:20:00,ECONOMY,O,585,693.33
12050,SIN,AKL,SQ,SGD,B777-300ER,2026-07-15T19:05:00,2026-07-16T05:15:00,ECONOMY,O,610,506.00
12051,AKL,SIN,SQ,NZD,B777-300ER,2026-07-15T14:15:00,2026-07-16T00:00:00,ECONOMY,O,585,679.90
12052,SIN,AKL,SQ,SGD,A350-900,2026-07-16T20:10:00,2026-07-17T06:20:00,ECONOMY,O,610,518.50
12053,AKL,SIN,SQ,NZD,A350-900,2026-07-16T11:20:00,2026-07-16T21:05:00,ECONOMY,O,585,696.69
12054,SIN,AKL,SQ,SGD,B777-300ER,2026-07-17T21:15:00,2026-07-18T07:25:00,ECONOMY,O,610,545.00
12055,AKL,SIN,SQ,NZD,B777-300ER,2026-07-17T12:25:00,2026-07-17T22:10:00,ECONOMY,O,585,732.30
12056,SIN,AKL,SQ,SGD,A350-900,2026-07-18T19:50:00,2026-07-19T06:00:00,ECONOMY,O,610,547.50
12057,AKL,SIN,SQ,NZD,A350-900,2026-07-18T13:30:00,2026-07-18T23:15:00,ECONOMY,O,585,735.66
12058,SIN,AKL,SQ,SGD,B777-300ER,2026-07-19T20:55:00,2026-07-20T07:05:00,ECONOMY,O,610,550.00
12059,AKL,SIN,SQ,NZD,B777-300ER,2026-07-19T14:35:00,2026-07-20T00:20:00,ECONOMY,O,585,739.02
12060,SIN,AKL,SQ,SGD,A350-900,2026-07-20T21:00:00,2026-07-21T07:10:00,ECONOMY,O,610,516.00
12061,AKL,SIN,SQ,NZD,A350-900,2026-07-20T11:15:00,2026-07-20T21:00:00,ECONOMY,O,585,693.33
12062,SIN,AKL,SQ,SGD,B777-300ER,2026-07-21T19:05:00,2026-07-22T05:15:00,ECONOMY,O,610,508.50
12063,AKL,SIN,SQ,NZD,B777-300ER,2026-07-21T12:20:00,2026-07-21T22:05:00,ECONOMY,O,585,683.25
12064,SIN,AKL,SQ,SGD,A350-900,2026-07-22T20:10:00,2026-07-23T06:20:00,ECONOMY,O,610,511.00
12065,AKL,SIN,SQ,NZD,A350-900,2026-07-22T13:25:00,2026-07-22T23:10:00,ECONOMY,O,585,686.61
12066,SIN,AKL,SQ,SGD,B777-300ER,2026-07-23T21:15:00,2026-07-24T07:25:00,ECONOMY,O,610,523.50
12067,AKL,SIN,SQ,NZD,B777-300ER,2026-07-23T14:30:00,2026-07-24T00:15:00,ECONOMY,O,585,703.41
12068,SIN,AKL,SQ,SGD,A350-900,2026-07-24T19:50:00,2026-07-25T06:00:00,ECONOMY,O,610,550.00
12069,AKL,SIN,SQ,NZD,A350-900,2026-07-24T11:35:00,2026-07-24T21:20:00,ECONOMY,O,585,739.02
12070,SIN,AKL,SQ,SGD,B777-300ER,2026-07-25T20:55:00,2026-07-26T07:05:00,ECONOMY,O,610,540.00
12071,AKL,SIN,SQ,NZD,B777-300ER,2026-07-25T12:15:00,2026-07-25T22:00:00,ECONOMY,O,585,725.58
12072,SIN,AKL,SQ,SGD,A350-900,2026-07-26T21:00:00,2026-07-27T07:10:00,ECONOMY,O,610,542.50
12073,AKL,SIN,SQ,NZD,A350-900,2026-07-26T13:20:00,2026-07-26T23:05:00,ECONOMY,O,585,728.94
12074,SIN,AKL,SQ,SGD,B777-300ER,2026-07-27T19:05:00,2026-07-28T05:15:00,ECONOMY,O,610,521.00
12075,AKL,SIN,SQ,NZD,B777-300ER,2026-07-27T14:25:00,2026-07-28T00:10:00,ECONOMY,O,585,700.05
12076,SIN,AKL,SQ,SGD,A350-900,2026-07-28T20:10:00,2026-07-29T06:20:00,ECONOMY,O,610,513.50
12077,AKL,SIN,SQ,NZD,A350-900,2026-07-28T11:30:00,2026-07-28T21:15:00,ECONOMY,O,585,689.97
12078,SIN,AKL,SQ,SGD,B777-300ER,2026-07-29T21:15:00,2026-07-30T07:25:00,ECONOMY,O,610,516.00
12079,AKL,SIN,SQ,NZD,B777-300ER,2026-07-29T12:35:00,2026-07-29T22:20:00,ECONOMY,O,585,693.33
12080,SIN,AKL,SQ,SGD,A350-900,2026-07-30T19:50:00,2026-07-31T06:00:00,ECONOMY,O,610,516.00
12081,AKL,SIN,SQ,NZD,A350-900,2026-07-30T13:15:00,2026-07-30T23:00:00,ECONOMY,O,585,693.33
12082,SIN,AKL,SQ,SGD,B777-300ER,2026-07-31T20:55:00,2026-08-01T07:05:00,ECONOMY,O,610,542.50
12083,AKL,SIN,SQ,NZD,B777-300ER,2026-07-31T14:20:00,2026-08-01T00:05:00,ECONOMY,O,585,728.94
12084,SIN,AKL,SQ,SGD,B777-300ER,2026-08-01T20:55:00,2026-08-02T07:05:00,ECONOMY,O,610,555.50
12085,AKL,SIN,SQ,NZD,B777-300ER,2026-08-01T12:20:00,2026-08-01T22:05:00,ECONOMY,O,585,746.41
12086,SIN,AKL,SQ,SGD,A350-900,2026-08-02T21:00:00,2026-08-03T07:10:00,ECONOMY,O,610,558.00
12087,AKL,SIN,SQ,NZD,A350-900,2026-08-02T13:25:00,2026-08-02T23:10:00,ECONOMY,O,585,749.77
12088,SIN,AKL,SQ,SGD,B777-300ER,2026-08-03T19:05:00,2026-08-04T05:15:00,ECONOMY,O,610,536.50
12089,AKL,SIN,SQ,NZD,B777-300ER,2026-08-03T14:30:00,2026-08-04T00:15:00,ECONOMY,O,585,720.88
12090,SIN,AKL,SQ,SGD,A350-900,2026-08-04T20:10:00,2026-08-05T06:20:00,ECONOMY,O,610,529.00
12091,AKL,SIN,SQ,NZD,A350-900,2026-08-04T11:35:00,2026-08-04T21:20:00,ECONOMY,O,585,710.80
12092,SIN,AKL,SQ,SGD,B777-300ER,2026-08-05T21:15:00,2026-08-06T07:25:00,ECONOMY,O,610,519.00
12093,AKL,SIN,SQ,NZD,B777-300ER,2026-08-05T12:15:00,2026-08-05T22:00:00,ECONOMY,O,585,697.36
12094,SIN,AKL,SQ,SGD,A350-900,2026-08-06T19:50:00,2026-08-07T06:00:00,ECONOMY,O,610,531.50
12095,AKL,SIN,SQ,NZD,A350-900,2026-08-06T13:20:00,2026-08-06T23:05:00,ECONOMY,O,585,714.16
12096,SIN,AKL,SQ,SGD,B777-300ER,2026-08-07T20:55:00,2026-08-08T07:05:00,ECONOMY,O,610,558.00
12097,AKL,SIN,SQ,NZD,B777-300ER,2026-08-07T14:25:00,2026-08-08T00:10:00,ECONOMY,O,585,749.77
12098,SIN,AKL,SQ,SGD,A350-900,2026-08-08T21:00:00,2026-08-09T07:10:00,ECONOMY,O,610,560.50
12099,AKL,SIN,SQ,NZD,A350-900,2026-08-08T11:30:00,2026-08-08T21:15:00,ECONOMY,O,585,753.13
12100,SIN,AKL,SQ,SGD,B777-300ER,2026-08-09T19:05:00,2026-08-10T05:15:00,ECONOMY,O,610,563.00
12101,AKL,SIN,SQ,NZD,B777-300ER,2026-08-09T12:35:00,2026-08-09T22:20:00,ECONOMY,O,585,756.48
12102,SIN,AKL,SQ,SGD,A350-900,2026-08-10T20:10:00,2026-08-11T06:20:00,ECONOMY,O,610,529.00
12103,AKL,SIN,SQ,NZD,A350-900,2026-08-10T13:15:00,2026-08-10T23:00:00,ECONOMY,O,585,710.80
12104,SIN,AKL,SQ,SGD,B777-300ER,2026-08-11T21:15:00,2026-08-12T07:25:00,ECONOMY,O,610,521.50
12105,AKL,SIN,SQ,NZD,B777-300ER,2026-08-11T14:20:00,2026-08-12T00:05:00,ECONOMY,O,585,700.72
12106,SIN,AKL,SQ,SGD,A350-900,2026-08-12T19:50:00,2026-08-13T06:00:00,ECONOMY,O,610,524.00
12107,AKL,SIN,SQ,NZD,A350-900,2026-08-12T11:25:00,2026-08-12T21:10:00,ECONOMY,O,585,704.08
12108,SIN,AKL,SQ,SGD,B777-300ER,2026-08-13T20:55:00,2026-08-14T07:05:00,ECONOMY,O,610,536.50
12109,AKL,SIN,SQ,NZD,B777-300ER,2026-08-13T12:30:00,2026-08-13T22:15:00,ECONOMY,O,585,720.88
12110,SIN,AKL,SQ,SGD,A350-900,2026-08-14T21:00:00,2026-08-15T07:10:00,ECONOMY,O,610,563.00
12111,AKL,SIN,SQ,NZD,A350-900,2026-08-14T13:35:00,2026-08-14T23:20:00,ECONOMY,O,585,756.48
12112,SIN,AKL,SQ,SGD,B777-300ER,2026-08-15T19:05:00,2026-08-16T05:15:00,ECONOMY,O,610,553.00
12113,AKL,SIN,SQ,NZD,B777-300ER,2026-08-15T14:15:00,2026-08-16T00:00:00,ECONOMY,O,585,743.05
12114,SIN,AKL,SQ,SGD,A350-900,2026-08-16T20:10:00,2026-08-17T06:20:00,ECONOMY,O,610,555.50
12115,AKL,SIN,SQ,NZD,A350-900,2026-08-16T11:20:00,2026-08-16T21:05:00,ECONOMY,O,585,746.41
12116,SIN,AKL,SQ,SGD,B777-300ER,2026-08-17T21:15:00,2026-08-18T07:25:00,ECONOMY,O,610,534.00
12117,AKL,SIN,SQ,NZD,B777-300ER,2026-08-17T12:25:00,2026-08-17T22:10:00,ECONOMY,O,585,717.52
12118,SIN,AKL,SQ,SGD,A350-900,2026-08-18T19:50:00,2026-08-19T06:00:00,ECONOMY,O,610,526.50
12119,AKL,SIN,SQ,NZD,A350-900,2026-08-18T13:30:00,2026-08-18T23:15:00,ECONOMY,O,585,707.44
12120,SIN,AKL,SQ,SGD,B777-300ER,2026-08-19T20:55:00,2026-08-20T07:05:00,ECONOMY,O,610,529.00
12121,AKL,SIN,SQ,NZD,B777-300ER,2026-08-19T14:35:00,2026-08-20T00:20:00,ECONOMY,O,585,710.80
12122,SIN,AKL,SQ,SGD,A350-900,2026-08-20T21:00:00,2026-08-21T07:10:00,ECONOMY,O,610,529.00
12123,AKL,SIN,SQ,NZD,A350-900,2026-08-20T11:15:00,2026-08-20T21:00:00,ECONOMY,O,585,710.80
12124,SIN,AKL,SQ,SGD,B777-300ER,2026-08-21T19:05:00,2026-08-22T05:15:00,ECONOMY,O,610,555.50
12125,AKL,SIN,SQ,NZD,B777-300ER,2026-08-21T12:20:00,2026-08-21T22:05:00,ECONOMY,O,585,746.41
12126,SIN,AKL,SQ,SGD,A350-900,2026-08-22T20:10:00,2026-08-23T06:20:00,ECONOMY,O,610,558.00
12127,AKL,SIN,SQ,NZD,A350-900,2026-08-22T13:25:00,2026-08-22T23:10:00,ECONOMY,O,585,749.77
12128,SIN,AKL,SQ,SGD,B777-300ER,2026-08-23T21:15:00,2026-08-24T07:25:00,ECONOMY,O,610,560.50
12129,AKL,SIN,SQ,NZD,B777-300ER,2026-08-23T14:30:00,2026-08-24T00:15:00,ECONOMY,O,585,753.13
12130,SIN,AKL,SQ,SGD,A350-900,2026-08-24T19:50:00,2026-08-25T06:00:00,ECONOMY,O,610,539.00
12131,AKL,SIN,SQ,NZD,A350-900,2026-08-24T11:35:00,2026-08-24T21:20:00,ECONOMY,O,585,724.24
12132,SIN,AKL,SQ,SGD,B777-300ER,2026-08-25T20:55:00,2026-08-26T07:05:00,ECONOMY,O,610,519.00
12133,AKL,SIN,SQ,NZD,B777-300ER,2026-08-25T12:15:00,2026-08-25T22:00:00,ECONOMY,O,585,697.36
12134,SIN,AKL,SQ,SGD,A350-900,2026-08-26T21:00:00,2026-08-27T07:10:00,ECONOMY,O,610,521.50
12135,AKL,SIN,SQ,NZD,A350-900,2026-08-26T13:20:00,2026-08-26T23:05:00,ECONOMY,O,585,700.72
