f_departure_airport_code,f_destination_airport_code,f_airline_code,f_currency_code,f_aircraft_code,f_departure_date,f_arrival_date,f_cabin_class,f_trip_type,f_flight_duration,f_total_amount_fare_total,f_num_of_last_seats
HND,SIN,SQ,JPY,A350-900,2026-06-02T13:25:00,2026-06-02T20:50:00,ECONOMY,O,445,56514.16,78
SIN,HND,SQ,SGD,B777-300ER,2026-06-03T00:05:00,2026-06-03T07:15:00,ECONOMY,O,430,454.5,157
HND,SIN,SQ,JPY,B777-300ER,2026-06-03T14:30:00,2026-06-03T21:55:00,ECONOMY,O,445,56826.74,457
SIN,HND,SQ,SGD,A350-900,2026-06-04T01:10:00,2026-06-04T08:20:00,ECONOMY,O,430,466.0,25
HND,SIN,SQ,JPY,A350-900,2026-06-04T11:35:00,2026-06-04T19:00:00,ECONOMY,O,445,58264.6,316
SIN,HND,SQ,SGD,B777-300ER,2026-06-05T02:15:00,2026-06-05T09:25:00,ECONOMY,O,430,478.0,114
HND,SIN,SQ,JPY,B777-300ER,2026-06-05T12:15:00,2026-06-05T19:40:00,ECONOMY,O,445,59764.98,174
SIN,HND,SQ,SGD,A350-900,2026-06-06T00:50:00,2026-06-06T08:00:00,ECONOMY,O,430,480.5,497
HND,SIN,SQ,JPY,A350-900,2026-06-06T13:20:00,2026-06-06T20:45:00,ECONOMY,O,445,60077.55,210
SIN,HND,SQ,SGD,B777-300ER,2026-06-07T01:55:00,2026-06-07T09:05:00,ECONOMY,O,430,483.0,206
HND,SIN,SQ,JPY,B777-300ER,2026-06-07T14:25:00,2026-06-07T21:50:00,ECONOMY,O,445,60390.13,435
SIN,HND,SQ,SGD,A350-900,2026-06-08T02:00:00,2026-06-08T09:10:00,ECONOMY,O,430,463.5,194
HND,SIN,SQ,JPY,A350-900,2026-06-08T11:30:00,2026-06-08T18:55:00,ECONOMY,O,445,57952.02,331
SIN,HND,SQ,SGD,B777-300ER,2026-06-09T00:05:00,2026-06-09T07:15:00,ECONOMY,O,430,457.0,274
HND,SIN,SQ,JPY,B777-300ER,2026-06-09T12:35:00,2026-06-09T20:00:00,ECONOMY,O,445,57139.32,372
SIN,HND,SQ,SGD,A350-900,2026-06-10T01:10:00,2026-06-10T08:20:00,ECONOMY,O,430,447.0,109
HND,SIN,SQ,JPY,A350-900,2026-06-10T13:15:00,2026-06-10T20:40:00,ECONOMY,O,445,55889.0,351
SIN,HND,SQ,SGD,B777-300ER,2026-06-11T02:15:00,2026-06-11T09:25:00,ECONOMY,O,430,458.5,329
HND,SIN,SQ,JPY,B777-300ER,2026-06-11T14:20:00,2026-06-11T21:45:00,ECONOMY,O,445,57326.86,223
SIN,HND,SQ,SGD,A350-900,2026-06-12T00:50:00,2026-06-12T08:00:00,ECONOMY,O,430,483.0,287
HND,SIN,SQ,JPY,A350-900,2026-06-12T11:25:00,2026-06-12T18:50:00,ECONOMY,O,445,60390.13,171
SIN,HND,SQ,SGD,B777-300ER,2026-06-13T01:55:00,2026-06-13T09:05:00,ECONOMY,O,430,485.5,448
HND,SIN,SQ,JPY,B777-300ER,2026-06-13T12:30:00,2026-06-13T19:55:00,ECONOMY,O,445,60702.71,166
SIN,HND,SQ,SGD,A350-900,2026-06-14T02:00:00,2026-06-14T09:10:00,ECONOMY,O,430,488.0,431
HND,SIN,SQ,JPY,A350-900,2026-06-14T13:35:00,2026-06-14T21:00:00,ECONOMY,O,445,61015.29,260
SIN,HND,SQ,SGD,B777-300ER,2026-06-15T00:05:00,2026-06-15T07:15:00,ECONOMY,O,430,456.0,375
HND,SIN,SQ,JPY,B777-300ER,2026-06-15T14:15:00,2026-06-15T21:40:00,ECONOMY,O,445,57014.29,106
SIN,HND,SQ,SGD,A350-900,2026-06-16T01:10:00,2026-06-16T08:20:00,ECONOMY,O,430,449.5,27
HND,SIN,SQ,JPY,A350-900,2026-06-16T11:20:00,2026-06-16T18:45:00,ECONOMY,O,445,56201.58,336
SIN,HND,SQ,SGD,B777-300ER,2026-06-17T02:15:00,2026-06-17T09:25:00,ECONOMY,O,430,452.0,458
HND,SIN,SQ,JPY,B777-300ER,2026-06-17T12:25:00,2026-06-17T19:50:00,ECONOMY,O,445,56514.16,392
SIN,HND,SQ,SGD,A350-900,2026-06-18T00:50:00,2026-06-18T08:00:00,ECONOMY,O,430,463.5,106
HND,SIN,SQ,JPY,A350-900,2026-06-18T13:30:00,2026-06-18T20:55:00,ECONOMY,O,445,57952.02,10
SIN,HND,SQ,SGD,B777-300ER,2026-06-19T01:55:00,2026-06-19T09:05:00,ECONOMY,O,430,488.0,225
HND,SIN,SQ,JPY,B777-300ER,2026-06-19T14:35:00,2026-06-19T22:00:00,ECONOMY,O,445,61015.29,141
SIN,HND,SQ,SGD,A350-900,2026-06-20T02:00:00,2026-06-20T09:10:00,ECONOMY,O,430,478.0,269
HND,SIN,SQ,JPY,A350-900,2026-06-20T11:15:00,2026-06-20T18:40:00,ECONOMY,O,445,59764.98,134
SIN,HND,SQ,SGD,B777-300ER,2026-06-21T00:05:00,2026-06-21T07:15:00,ECONOMY,O,430,480.5,91
HND,SIN,SQ,JPY,B777-300ER,2026-06-21T12:20:00,2026-06-21T19:45:00,ECONOMY,O,445,60077.55,292
SIN,HND,SQ,SGD,A350-900,2026-06-22T01:10:00,2026-06-22T08:20:00,ECONOMY,O,430,461.0,180
HND,SIN,SQ,JPY,A350-900,2026-06-22T13:25:00,2026-06-22T20:50:00,ECONOMY,O,445,57639.44,68
SIN,HND,SQ,SGD,B777-300ER,2026-06-23T02:15:00,2026-06-23T09:25:00,ECONOMY,O,430,454.5,41
HND,SIN,SQ,JPY,B777-300ER,2026-06-23T14:30:00,2026-06-23T21:55:00,ECONOMY,O,445,56826.74,170
SIN,HND,SQ,SGD,A350-900,2026-06-24T00:50:00,2026-06-24T08:00:00,ECONOMY,O,430,457.0,293
HND,SIN,SQ,JPY,A350-900,2026-06-24T11:35:00,2026-06-24T19:00:00,ECONOMY,O,445,57139.32,115
SIN,HND,SQ,SGD,B777-300ER,2026-06-25T01:55:00,2026-06-25T09:05:00,ECONOMY,O,430,456.0,114
HND,SIN,SQ,JPY,B777-300ER,2026-06-25T12:15:00,2026-06-25T19:40:00,ECONOMY,O,445,57014.29,448
SIN,HND,SQ,SGD,A350-900,2026-06-26T02:00:00,2026-06-26T09:10:00,ECONOMY,O,430,480.5,237
HND,SIN,SQ,JPY,A350-900,2026-06-26T13:20:00,2026-06-26T20:45:00,ECONOMY,O,445,60077.55,197
SIN,HND,SQ,SGD,B777-300ER,2026-06-27T00:05:00,2026-06-27T07:15:00,ECONOMY,O,430,483.0,79
HND,SIN,SQ,JPY,B777-300ER,2026-06-27T14:25:00,2026-06-27T21:50:00,ECONOMY,O,445,60390.13,327
SIN,HND,SQ,SGD,A350-900,2026-06-28T01:10:00,2026-06-28T08:20:00,ECONOMY,O,430,485.5,473
HND,SIN,SQ,JPY,A350-900,2026-06-28T11:30:00,2026-06-28T18:55:00,ECONOMY,O,445,60702.71,299
SIN,HND,SQ,SGD,B777-300ER,2026-06-29T02:15:00,2026-06-29T09:25:00,ECONOMY,O,430,466.0,96
HND,SIN,SQ,JPY,B777-300ER,2026-06-29T12:35:00,2026-06-29T20:00:00,ECONOMY,O,445,58264.6,379
SIN,HND,SQ,SGD,A350-900,2026-06-30T00:50:00,2026-06-30T08:00:00,ECONOMY,O,430,447.0,371
HND,SIN,SQ,JPY,A350-900,2026-06-30T13:15:00,2026-06-30T20:40:00,ECONOMY,O,445,55889.0,481
SIN,HND,SQ,SGD,B777-300ER,2026-07-01T01:55:00,2026-07-01T09:05:00,ECONOMY,O,430,485.5,65
HND,SIN,SQ,JPY,B777-300ER,2026-07-01T12:20:00,2026-07-01T19:45:00,ECONOMY,O,445,60702.71,122
SIN,HND,SQ,SGD,A350-900,2026-07-02T02:00:00,2026-07-02T09:10:00,ECONOMY,O,430,497.0,22
HND,SIN,SQ,JPY,A350-900,2026-07-02T13:25:00,2026-07-02T20:50:00,ECONOMY,O,445,62140.57,449
SIN,HND,SQ,SGD,B777-300ER,2026-07-03T00:05:00,2026-07-03T07:15:00,ECONOMY,O,430,521.5,27
HND,SIN,SQ,JPY,B777-300ER,2026-07-03T14:30:00,2026-07-03T21:55:00,ECONOMY,O,445,65203.84,191
SIN,HND,SQ,SGD,A350-900,2026-07-04T01:10:00,2026-07-04T08:20:00,ECONOMY,O,430,524.0,470
HND,SIN,SQ,JPY,A350-900,2026-07-04T11:35:00,2026-07-04T19:00:00,ECONOMY,O,445,65516.42,122
SIN,HND,SQ,SGD,B777-300ER,2026-07-05T02:15:00,2026-07-05T09:25:00,ECONOMY,O,430,514.0,238
HND,SIN,SQ,JPY,B777-300ER,2026-07-05T12:15:00,2026-07-05T19:40:00,ECONOMY,O,445,64266.1,180
SIN,HND,SQ,SGD,A350-900,2026-07-06T00:50:00,2026-07-06T08:00:00,ECONOMY,O,430,494.5,304
HND,SIN,SQ,JPY,A350-900,2026-07-06T13:20:00,2026-07-06T20:45:00,ECONOMY,O,445,61827.99,198
SIN,HND,SQ,SGD,B777-300ER,2026-07-07T01:55:00,2026-07-07T09:05:00,ECONOMY,O,430,488.0,435
HND,SIN,SQ,JPY,B777-300ER,2026-07-07T14:25:00,2026-07-07T21:50:00,ECONOMY,O,445,61015.29,474
SIN,HND,SQ,SGD,A350-900,2026-07-08T02:00:00,2026-07-08T09:10:00,ECONOMY,O,430,490.5,88
HND,SIN,SQ,JPY,A350-900,2026-07-08T11:30:00,2026-07-08T18:55:00,ECONOMY,O,445,61327.87,155
SIN,HND,SQ,SGD,B777-300ER,2026-07-09T00:05:00,2026-07-09T07:15:00,ECONOMY,O,430,502.0,416
HND,SIN,SQ,JPY,B777-300ER,2026-07-09T12:35:00,2026-07-09T20:00:00,ECONOMY,O,445,62765.73,191
SIN,HND,SQ,SGD,A350-900,2026-07-10T01:10:00,2026-07-10T08:20:00,ECONOMY,O,430,514.0,295
HND,SIN,SQ,JPY,A350-900,2026-07-10T13:15:00,2026-07-10T20:40:00,ECONOMY,O,445,64266.1,259
SIN,HND,SQ,SGD,B777-300ER,2026-07-11T02:15:00,2026-07-11T09:25:00,ECONOMY,O,430,516.5,363
HND,SIN,SQ,JPY,B777-300ER,2026-07-11T14:20:00,2026-07-11T21:45:00,ECONOMY,O,445,64578.68,323
SIN,HND,SQ,SGD,A350-900,2026-07-12T00:50:00,2026-07-12T08:00:00,ECONOMY,O,430,519.0,205
HND,SIN,SQ,JPY,A350-900,2026-07-12T11:25:00,2026-07-12T18:50:00,ECONOMY,O,445,64891.26,332
SIN,HND,SQ,SGD,B777-300ER,2026-07-13T01:55:00,2026-07-13T09:05:00,ECONOMY,O,430,499.5,80
HND,SIN,SQ,JPY,B777-300ER,2026-07-13T12:30:00,2026-07-13T19:55:00,ECONOMY,O,445,62453.15,257
SIN,HND,SQ,SGD,A350-900,2026-07-14T02:00:00,2026-07-14T09:10:00,ECONOMY,O,430,493.0,155
HND,SIN,SQ,JPY,A350-900,2026-07-14T13:35:00,2026-07-14T21:00:00,ECONOMY,O,445,61640.45,115
SIN,HND,SQ,SGD,B777-300ER,2026-07-15T00:05:00,2026-07-15T07:15:00,ECONOMY,O,430,483.0,272
HND,SIN,SQ,JPY,B777-300ER,2026-07-15T14:15:00,2026-07-15T21:40:00,ECONOMY,O,445,60390.13,305
SIN,HND,SQ,SGD,A350-900,2026-07-16T01:10:00,2026-07-16T08:20:00,ECONOMY,O,430,494.5,79
HND,SIN,SQ,JPY,A350-900,2026-07-16T11:20:00,2026-07-16T18:45:00,ECONOMY,O,445,61827.99,479
SIN,HND,SQ,SGD,B777-300ER,2026-07-17T02:15:00,2026-07-17T09:25:00,ECONOMY,O,430,519.0,202
HND,SIN,SQ,JPY,B777-300ER,2026-07-17T12:25:00,2026-07-17T19:50:00,ECONOMY,O,445,64891.26,77
SIN,HND,SQ,SGD,A350-900,2026-07-18T00:50:00,2026-07-18T08:00:00,ECONOMY,O,430,521.5,314
HND,SIN,SQ,JPY,A350-900,2026-07-18T13:30:00,2026-07-18T20:55:00,ECONOMY,O,445,65203.84,61
SIN,HND,SQ,SGD,B777-300ER,2026-07-19T01:55:00,2026-07-19T09:05:00,ECONOMY,O,430,524.0,379
HND,SIN,SQ,JPY,B777-300ER,2026-07-19T14:35:00,2026-07-19T22:00:00,ECONOMY,O,445,65516.42,372
SIN,HND,SQ,SGD,A350-900,2026-07-20T02:00:00,2026-07-20T09:10:00,ECONOMY,O,430,492.0,294
HND,SIN,SQ,JPY,A350-900,2026-07-20T11:15:00,2026-07-20T18:40:00,ECONOMY,O,445,61515.41,414
SIN,HND,SQ,SGD,B777-300ER,2026-07-21T00:05:00,2026-07-21T07:15:00,ECONOMY,O,430,485.5,483
HND,SIN,SQ,JPY,B777-300ER,2026-07-21T12:20:00,2026-07-21T19:45:00,ECONOMY,O,445,60702.71,343
SIN,HND,SQ,SGD,A350-900,2026-07-22T01:10:00,2026-07-22T08:20:00,ECONOMY,O,430,488.0,18
HND,SIN,SQ,JPY,A350-900,2026-07-22T13:25:00,2026-07-22T20:50:00,ECONOMY,O,445,61015.29,260
SIN,HND,SQ,SGD,B777-300ER,2026-07-23T02:15:00,2026-07-23T09:25:00,ECONOMY,O,430,499.5,440
HND,SIN,SQ,JPY,B777-300ER,2026-07-23T14:30:00,2026-07-23T21:55:00,ECONOMY,O,445,62453.15,341
SIN,HND,SQ,SGD,A350-900,2026-07-24T00:50:00,2026-07-24T08:00:00,ECONOMY,O,430,524.0,307
HND,SIN,SQ,JPY,A350-900,2026-07-24T11:35:00,2026-07-24T19:00:00,ECONOMY,O,445,65516.42,444
SIN,HND,SQ,SGD,B777-300ER,2026-07-25T01:55:00,2026-07-25T09:05:00,ECONOMY,O,430,514.0,193
HND,SIN,SQ,JPY,B777-300ER,2026-07-25T12:15:00,2026-07-25T19:40:00,ECONOMY,O,445,64266.1,188
SIN,HND,SQ,SGD,A350-900,2026-07-26T02:00:00,2026-07-26T09:10:00,ECONOMY,O,430,516.5,207
HND,SIN,SQ,JPY,A350-900,2026-07-26T13:20:00,2026-07-26T20:45:00,ECONOMY,O,445,64578.68,137
SIN,HND,SQ,SGD,B777-300ER,2026-07-27T00:05:00,2026-07-27T07:15:00,ECONOMY,O,430,497.0,29
HND,SIN,SQ,JPY,B777-300ER,2026-07-27T14:25:00,2026-07-27T21:50:00,ECONOMY,O,445,62140.57,481
SIN,HND,SQ,SGD,A350-900,2026-07-28T01:10:00,2026-07-28T08:20:00,ECONOMY,O,430,490.5,420
HND,SIN,SQ,JPY,A350-900,2026-07-28T11:30:00,2026-07-28T18:55:00,ECONOMY,O,445,61327.87,431
SIN,HND,SQ,SGD,B777-300ER,2026-07-29T02:15:00,2026-07-29T09:25:00,ECONOMY,O,430,493.0,337
HND,SIN,SQ,JPY,B777-300ER,2026-07-29T12:35:00,2026-07-29T20:00:00,ECONOMY,O,445,61640.45,74
SIN,HND,SQ,SGD,A350-900,2026-07-30T00:50:00,2026-07-30T08:00:00,ECONOMY,O,430,492.0,191
HND,SIN,SQ,JPY,A350-900,2026-07-30T13:15:00,2026-07-30T20:40:00,ECONOMY,O,445,61515.41,250
SIN,HND,SQ,SGD,B777-300ER,2026-07-31T01:55:00,2026-07-31T09:05:00,ECONOMY,O,430,516.5,378
HND,SIN,SQ,JPY,B777-300ER,2026-07-31T14:20:00,2026-07-31T21:45:00,ECONOMY,O,445,64578.68,33
SIN,HND,SQ,SGD,B777-300ER,2026-08-01T01:55:00,2026-08-01T09:05:00,ECONOMY,O,430,529.5,393
HND,SIN,SQ,JPY,B777-300ER,2026-08-01T12:20:00,2026-08-01T19:45:00,ECONOMY,O,445,66204.09,440
SIN,HND,SQ,SGD,A350-900,2026-08-02T02:00:00,2026-08-02T09:10:00,ECONOMY,O,430,532.0,464
HND,SIN,SQ,JPY,A350-900,2026-08-02T13:25:00,2026-08-02T20:50:00,ECONOMY,O,445,66516.67,92
SIN,HND,SQ,SGD,B777-300ER,2026-08-03T00:05:00,2026-08-03T07:15:00,ECONOMY,O,430,512.5,479
HND,SIN,SQ,JPY,B777-300ER,2026-08-03T14:30:00,2026-08-03T21:55:00,ECONOMY,O,445,64078.56,328
SIN,HND,SQ,SGD,A350-900,2026-08-04T01:10:00,2026-08-04T08:20:00,ECONOMY,O,430,506.0,194
HND,SIN,SQ,JPY,A350-900,2026-08-04T11:35:00,2026-08-04T19:00:00,ECONOMY,O,445,63265.85,448
SIN,HND,SQ,SGD,B777-300ER,2026-08-05T02:15:00,2026-08-05T09:25:00,ECONOMY,O,430,496.0,325
HND,SIN,SQ,JPY,B777-300ER,2026-08-05T12:15:00,2026-08-05T19:40:00,ECONOMY,O,445,62015.54,108
SIN,HND,SQ,SGD,A350-900,2026-08-06T00:50:00,2026-08-06T08:00:00,ECONOMY,O,430,507.5,71
HND,SIN,SQ,JPY,A350-900,2026-08-06T13:20:00,2026-08-06T20:45:00,ECONOMY,O,445,63453.4,295
SIN,HND,SQ,SGD,B777-300ER,2026-08-07T01:55:00,2026-08-07T09:05:00,ECONOMY,O,430,532.0,486
HND,SIN,SQ,JPY,B777-300ER,2026-08-07T14:25:00,2026-08-07T21:50:00,ECONOMY,O,445,66516.67,31
SIN,HND,SQ,SGD,A350-900,2026-08-08T02:00:00,2026-08-08T09:10:00,ECONOMY,O,430,534.5,468
HND,SIN,SQ,JPY,A350-900,2026-08-08T11:30:00,2026-08-08T18:55:00,ECONOMY,O,445,66829.25,221
SIN,HND,SQ,SGD,B777-300ER,2026-08-09T00:05:00,2026-08-09T07:15:00,ECONOMY,O,430,537.0,135
HND,SIN,SQ,JPY,B777-300ER,2026-08-09T12:35:00,2026-08-09T20:00:00,ECONOMY,O,445,67141.82,422
SIN,HND,SQ,SGD,A350-900,2026-08-10T01:10:00,2026-08-10T08:20:00,ECONOMY,O,430,505.0,434
HND,SIN,SQ,JPY,A350-900,2026-08-10T13:15:00,2026-08-10T20:40:00,ECONOMY,O,445,63140.82,51
SIN,HND,SQ,SGD,B777-300ER,2026-08-11T02:15:00,2026-08-11T09:25:00,ECONOMY,O,430,498.5,107
HND,SIN,SQ,JPY,B777-300ER,2026-08-11T14:20:00,2026-08-11T21:45:00,ECONOMY,O,445,62328.12,458
SIN,HND,SQ,SGD,A350-900,2026-08-12T00:50:00,2026-08-12T08:00:00,ECONOMY,O,430,501.0,40
HND,SIN,SQ,JPY,A350-900,2026-08-12T11:25:00,2026-08-12T18:50:00,ECONOMY,O,445,62640.7,167
SIN,HND,SQ,SGD,B777-300ER,2026-08-13T01:55:00,2026-08-13T09:05:00,ECONOMY,O,430,512.5,121
HND,SIN,SQ,JPY,B777-300ER,2026-08-13T12:30:00,2026-08-13T19:55:00,ECONOMY,O,445,64078.56,411
SIN,HND,SQ,SGD,A350-900,2026-08-14T02:00:00,2026-08-14T09:10:00,ECONOMY,O,430,537.0,256
HND,SIN,SQ,JPY,A350-900,2026-08-14T13:35:00,2026-08-14T21:00:00,ECONOMY,O,445,67141.82,131
SIN,HND,SQ,SGD,B777-300ER,2026-08-15T00:05:00,2026-08-15T07:15:00,ECONOMY,O,430,527.0,282
HND,SIN,SQ,JPY,B777-300ER,2026-08-15T14:15:00,2026-08-15T21:40:00,ECONOMY,O,445,65891.51,303
SIN,HND,SQ,SGD,A350-900,2026-08-16T01:10:00,2026-08-16T08:20:00,ECONOMY,O,430,529.5,407
HND,SIN,SQ,JPY,A350-900,2026-08-16T11:20:00,2026-08-16T18:45:00,ECONOMY,O,445,66204.09,480
SIN,HND,SQ,SGD,B777-300ER,2026-08-17T02:15:00,2026-08-17T09:25:00,ECONOMY,O,430,510.0,482
HND,SIN,SQ,JPY,B777-300ER,2026-08-17T12:25:00,2026-08-17T19:50:00,ECONOMY,O,445,63765.98,216
SIN,HND,SQ,SGD,A350-900,2026-08-18T00:50:00,2026-08-18T08:00:00,ECONOMY,O,430,503.5,119
HND,SIN,SQ,JPY,A350-900,2026-08-18T13:30:00,2026-08-18T20:55:00,ECONOMY,O,445,62953.27,449
SIN,HND,SQ,SGD,B777-300ER,2026-08-19T01:55:00,2026-08-19T09:05:00,ECONOMY,O,430,506.0,287
HND,SIN,SQ,JPY,B777-300ER,2026-08-19T14:35:00,2026-08-19T22:00:00,ECONOMY,O,445,63265.85,460
SIN,HND,SQ,SGD,A350-900,2026-08-20T02:00:00,2026-08-20T09:10:00,ECONOMY,O,430,505.0,65
HND,SIN,SQ,JPY,A350-900,2026-08-20T11:15:00,2026-08-20T18:40:00,ECONOMY,O,445,63140.82,384
SIN,HND,SQ,SGD,B777-300ER,2026-08-21T00:05:00,2026-08-21T07:15:00,ECONOMY,O,430,529.5,412
HND,SIN,SQ,JPY,B777-300ER,2026-08-21T12:20:00,2026-08-21T19:45:00,ECONOMY,O,445,66204.09,66
SIN,HND,SQ,SGD,A350-900,2026-08-22T01:10:00,2026-08-22T08:20:00,ECONOMY,O,430,532.0,437
HND,SIN,SQ,JPY,A350-900,2026-08-22T13:25:00,2026-08-22T20:50:00,ECONOMY,O,445,66516.67,491
SIN,HND,SQ,SGD,B777-300ER,2026-08-23T02:15:00,2026-08-23T09:25:00,ECONOMY,O,430,534.5,300
HND,SIN,SQ,JPY,B777-300ER,2026-08-23T14:30:00,2026-08-23T21:55:00,ECONOMY,O,445,66829.25,123
SIN,HND,SQ,SGD,A350-900,2026-08-24T00:50:00,2026-08-24T08:00:00,ECONOMY,O,430,515.0,390
HND,SIN,SQ,JPY,A350-900,2026-08-24T11:35:00,2026-08-24T19:00:00,ECONOMY,O,445,64391.13,394
SIN,HND,SQ,SGD,B777-300ER,2026-08-25T01:55:00,2026-08-25T09:05:00,ECONOMY,O,430,496.0,317
HND,SIN,SQ,JPY,B777-300ER,2026-08-25T12:15:00,2026-08-25T19:40:00,ECONOMY,O,445,62015.54,350
SIN,HND,SQ,SGD,A350-900,2026-08-26T02:00:00,2026-08-26T09:10:00,ECONOMY,O,430,498.5,486
HND,SIN,SQ,JPY,A350-900,2026-08-26T13:20:00,2026-08-26T20:45:00,ECONOMY,O,445,62328.12,207
SIN,HND,SQ,SGD,B777-300ER,2026-08-27T00:05:00,2026-08-27T07:15:00,ECONOMY,O,430,510.0,430
HND,SIN,SQ,JPY,B777-300ER,2026-08-27T14:25:00,2026-08-27T21:50:00,ECONOMY,O,445,63765.98,330
SIN,HND,SQ,SGD,A350-900,2026-08-28T01:10:00,2026-08-28T08:20:00,ECONOMY,O,430,534.5,188
HND,SIN,SQ,JPY,A350-900,2026-08-28T11:30:00,2026-08-28T18:55:00,ECONOMY,O,445,66829.25,394
SIN,HND,SQ,SGD,B777-300ER,2026-08-29T02:15:00,2026-08-29T09:25:00,ECONOMY,O,430,537.0,228
HND,SIN,SQ,JPY,B777-300ER,2026-08-29T12:35:00,2026-08-29T20:00:00,ECONOMY,O,445,67141.82,286
SIN,BLR,SQ,SGD,B787-10,2026-05-30T20:50:00,2026-05-31T01:05:00,ECONOMY,O,255,247.0,446
BLR,SIN,SQ,INR,B787-10,2026-05-30T01:15:00,2026-05-30T05:40:00,ECONOMY,O,265,17965.65,25
SIN,BLR,SQ,SGD,A350-900,2026-05-31T21:55:00,2026-06-01T02:10:00,ECONOMY,O,255,249.5,388
BLR,SIN,SQ,INR,A350-900,2026-05-31T02:20:00,2026-05-31T06:45:00,ECONOMY,O,265,18147.49,70
SIN,BLR,SQ,SGD,A350-900,2026-06-01T21:55:00,2026-06-02T02:10:00,ECONOMY,O,255,230.5,63
BLR,SIN,SQ,INR,A350-900,2026-06-01T00:20:00,2026-06-01T04:45:00,ECONOMY,O,265,16765.52,177
SIN,BLR,SQ,SGD,B787-10,2026-06-02T22:00:00,2026-06-03T02:15:00,ECONOMY,O,255,229.0,35
BLR,SIN,SQ,INR,B787-10,2026-06-02T01:25:00,2026-06-02T05:50:00,ECONOMY,O,265,16656.42,345
SIN,BLR,SQ,SGD,A350-900,2026-06-03T20:05:00,2026-06-04T00:20:00,ECONOMY,O,255,231.5,485
BLR,SIN,SQ,INR,A350-900,2026-06-03T02:30:00,2026-06-03T06:55:00,ECONOMY,O,265,16838.25,74
SIN,BLR,SQ,SGD,B787-10,2026-06-04T21:10:00,2026-06-05T01:25:00,ECONOMY,O,255,238.0,109
BLR,SIN,SQ,INR,B787-10,2026-06-04T23:35:00,2026-06-05T04:00:00,ECONOMY,O,265,17311.03,83
SIN,BLR,SQ,SGD,A350-900,2026-06-05T22:15:00,2026-06-06T02:30:00,ECONOMY,O,255,239.0,201
BLR,SIN,SQ,INR,A350-900,2026-06-05T00:15:00,2026-06-05T04:40:00,ECONOMY,O,265,17383.77,180
SIN,BLR,SQ,SGD,B787-10,2026-06-06T20:50:00,2026-06-07T01:05:00,ECONOMY,O,255,241.5,282
BLR,SIN,SQ,INR,B787-10,2026-06-06T01:20:00,2026-06-06T05:45:00,ECONOMY,O,265,17565.61,386
SIN,BLR,SQ,SGD,A350-900,2026-06-07T21:55:00,2026-06-08T02:10:00,ECONOMY,O,255,244.0,196
BLR,SIN,SQ,INR,A350-900,2026-06-07T02:25:00,2026-06-07T06:50:00,ECONOMY,O,265,17747.45,32
SIN,BLR,SQ,SGD,B787-10,2026-06-08T22:00:00,2026-06-09T02:15:00,ECONOMY,O,255,235.5,400
BLR,SIN,SQ,INR,B787-10,2026-06-08T23:30:00,2026-06-09T03:55:00,ECONOMY,O,265,17129.2,437
SIN,BLR,SQ,SGD,A350-900,2026-06-09T20:05:00,2026-06-10T00:20:00,ECONOMY,O,255,234.0,190
BLR,SIN,SQ,INR,A350-900,2026-06-09T00:35:00,2026-06-09T05:00:00,ECONOMY,O,265,17020.09,336
SIN,BLR,SQ,SGD,B787-10,2026-06-10T21:10:00,2026-06-11T01:25:00,ECONOMY,O,255,224.0,117
BLR,SIN,SQ,INR,B787-10,2026-06-10T01:15:00,2026-06-10T05:40:00,ECONOMY,O,265,16292.74,344
SIN,BLR,SQ,SGD,A350-900,2026-06-11T22:15:00,2026-06-12T02:30:00,ECONOMY,O,255,230.5,171
BLR,SIN,SQ,INR,A350-900,2026-06-11T02:20:00,2026-06-11T06:45:00,ECONOMY,O,265,16765.52,311
SIN,BLR,SQ,SGD,B787-10,2026-06-12T20:50:00,2026-06-13T01:05:00,ECONOMY,O,255,244.0,461
BLR,SIN,SQ,INR,B787-10,2026-06-12T23:25:00,2026-06-13T03:50:00,ECONOMY,O,265,17747.45,215
SIN,BLR,SQ,SGD,A350-900,2026-06-13T21:55:00,2026-06-14T02:10:00,ECONOMY,O,255,246.5,87
BLR,SIN,SQ,INR,A350-900,2026-06-13T00:30:00,2026-06-13T04:55:00,ECONOMY,O,265,17929.29,25
SIN,BLR,SQ,SGD,B787-10,2026-06-14T22:00:00,2026-06-15T02:15:00,ECONOMY,O,255,249.0,336
BLR,SIN,SQ,INR,B787-10,2026-06-14T01:35:00,2026-06-14T06:00:00,ECONOMY,O,265,18111.12,105
SIN,BLR,SQ,SGD,A350-900,2026-06-15T20:05:00,2026-06-16T00:20:00,ECONOMY,O,255,228.0,156
BLR,SIN,SQ,INR,A350-900,2026-06-15T02:15:00,2026-06-15T06:40:00,ECONOMY,O,265,16583.68,11
SIN,BLR,SQ,SGD,B787-10,2026-06-16T21:10:00,2026-06-17T01:25:00,ECONOMY,O,255,226.5,19
BLR,SIN,SQ,INR,B787-10,2026-06-16T23:20:00,2026-06-17T03:45:00,ECONOMY,O,265,16474.58,443
SIN,BLR,SQ,SGD,A350-900,2026-06-17T22:15:00,2026-06-18T02:30:00,ECONOMY,O,255,229.0,134
BLR,SIN,SQ,INR,A350-900,2026-06-17T00:25:00,2026-06-17T04:50:00,ECONOMY,O,265,16656.42,90
